status,number_of_stories,age,ff_elevation,wc_encoded,roof_encoded
4.0,1.0,40.0,8.0,17.0,14.0
2.0,1.0,66.6,0.0,20.0,17.0
4.0,1.0,48.4,0.0,20.0,17.0
3.0,1.0,41.4,0.0,20.0,17.0
3.0,1.0,33.0,10.0,44.0,14.0
4.0,1.0,32.0,8.0,7.0,22.0
3.0,2.0,49.0,4.0,44.0,14.0
4.0,2.0,59.6,0.0,20.0,17.0
1.0,1.0,5.0,8.0,15.0,22.0
4.0,1.0,30.0,10.0,44.0,14.0
4.0,1.0,48.4,0.0,20.0,17.0
4.0,2.0,38.0,0.0,44.0,17.0
4.0,2.0,59.6,0.0,20.0,17.0
2.0,2.0,30.0,8.0,15.0,14.0
2.0,2.0,54.0,0.0,1.0,14.0
2.0,2.0,30.0,10.0,7.0,14.0
2.0,1.0,32.0,0.0,7.0,22.0
2.0,1.0,40.0,10.0,44.0,14.0
2.0,1.0,30.0,10.0,15.0,22.0
2.0,1.0,24.0,9.0,7.0,14.0
2.0,2.0,29.0,9.0,15.0,14.0
1.0,1.0,37.0,8.0,20.0,14.0
2.0,1.0,34.0,10.0,15.0,14.0
2.0,2.0,24.0,8.0,15.0,22.0
3.0,1.0,41.4,0.0,20.0,17.0
4.0,1.0,32.0,0.0,15.0,17.0
4.0,1.0,30.0,9.0,44.0,22.0
3.0,1.0,38.0,8.0,44.0,22.0
2.0,2.0,27.0,9.0,1215.0,14.0
4.0,1.0,29.0,8.0,44.0,22.0
2.0,2.0,29.0,8.0,15.0,22.0
4.0,1.0,30.0,8.0,44.0,22.0
3.0,1.0,32.0,10.0,44.0,22.0
3.0,1.0,2.0,8.0,15.0,14.0
2.0,1.0,33.0,8.0,15.0,22.0
3.0,2.0,42.0,8.0,1.0,14.0
2.0,2.0,23.0,0.0,15.0,14.0
4.0,2.0,30.0,8.0,7.0,14.0
2.0,1.0,36.0,0.0,1.0,14.0
2.0,2.0,30.0,9.0,15.0,14.0
0.0,1.0,34.0,9.0,1.0,14.0
1.0,1.0,29.0,8.0,1.0,14.0
2.0,2.0,32.0,9.0,15.0,22.0
2.0,2.0,23.0,8.0,15.0,14.0
1.0,2.0,36.0,8.0,44.0,17.0
4.0,1.0,36.0,9.0,15.0,14.0
1.0,2.0,21.0,9.0,1.0,22.0
2.0,2.0,15.0,0.0,1.0,14.0
4.0,1.0,49.0,8.0,1.0,14.0
2.0,1.0,30.0,8.0,15.0,22.0
1.0,2.0,27.0,0.0,1.0,13.0
2.0,1.0,47.0,0.0,41.0,14.0
1.0,3.0,39.0,0.0,1.0,17.0
2.0,3.0,35.0,0.0,1.0,14.0
3.0,1.0,62.0,0.0,1.0,17.0
4.0,1.0,66.0,0.0,20.0,17.0
3.0,1.0,44.0,0.0,1.0,14.0
4.0,1.0,64.0,0.0,1.0,17.0
3.0,1.0,44.0,0.0,1.0,22.0
3.0,1.0,47.0,8.0,1.0,14.0
3.0,1.0,48.0,0.0,20.0,14.0
0.0,2.0,28.0,8.0,1.0,14.0
3.0,1.0,46.0,0.0,41.0,23.0
3.0,1.0,59.0,0.0,1.0,17.0
3.0,1.0,71.0,0.0,1.0,17.0
1.0,5.0,34.0,0.0,1.0,13.0
1.0,1.0,13.0,8.0,15.0,22.0
2.0,3.0,22.0,0.0,15.0,14.0
2.0,2.0,28.0,8.0,1.0,22.0
4.0,1.0,31.0,8.0,44.0,22.0
1.0,1.0,32.0,8.0,1.0,22.0
2.0,1.0,34.0,0.0,44.0,0.0
0.0,1.0,25.0,8.0,7.0,14.0
1.0,2.0,40.0,0.0,1.0,17.0
1.0,1.0,33.0,8.0,1.0,14.0
1.0,1.0,33.0,0.0,15.0,17.0
1.0,2.0,24.0,8.0,15.0,22.0
1.0,1.0,17.0,7.0,15.0,22.0
1.0,1.0,40.0,9.0,44.0,14.0
2.0,1.0,26.0,8.0,44.0,22.0
1.0,1.0,41.0,0.0,44.0,22.0
1.0,2.0,30.0,10.0,44.0,14.0
3.0,1.0,11.0,9.0,15.0,22.0
2.0,1.0,29.0,8.0,7.0,0.0
1.0,1.0,28.0,8.0,44.0,0.0
2.0,1.0,13.0,8.0,15.0,22.0
1.0,2.0,5.0,8.0,15.0,14.0
3.0,0.0,2017.0,0.0,20.0,17.0
2.0,3.0,19.0,0.0,15.0,23.0
4.0,1.0,32.0,8.0,44.0,22.0
2.0,2.0,19.0,8.0,15.0,0.0
2.0,1.0,22.0,8.0,15.0,22.0
1.0,2.0,49.0,8.0,1.0,0.0
3.0,1.0,43.0,8.0,1.0,14.0
1.0,5.0,38.0,0.0,1.0,17.0
1.0,1.0,14.0,8.0,15.0,22.0
0.0,2.0,25.0,8.0,1.0,14.0
2.0,1.0,29.0,8.0,44.0,22.0
0.0,1.0,47.0,0.0,1.0,17.0
1.0,1.0,12.0,0.0,1.0,23.0
1.0,1.0,14.0,8.0,15.0,0.0
3.0,1.0,31.0,12.0,44.0,14.0
0.0,1.0,40.0,10.0,1.0,14.0
0.0,1.0,31.0,8.0,144.0,14.0
0.0,1.0,29.0,8.0,144.0,14.0
2.0,1.0,40.0,8.0,15.0,0.0
1.0,1.0,31.0,8.0,1.0,14.0
3.0,1.0,23.0,10.0,144.0,22.0
2.0,1.0,21.0,10.0,1.0,22.0
1.0,1.0,7.0,8.0,15.0,14.0
2.0,2.0,27.0,10.0,15.0,22.0
1.0,1.0,0.0,8.0,115.0,14.0
3.0,1.0,22.0,8.0,15.0,14.0
2.0,1.0,22.0,8.0,15.0,14.0
2.0,2.0,38.0,0.0,20.0,17.0
0.0,2.0,21.0,12.0,1.0,17.0
2.0,1.0,36.0,8.0,15.0,17.0
1.0,1.0,62.0,6.0,15.0,17.0
3.0,1.0,48.0,0.0,1.0,22.0
1.0,1.0,19.0,8.0,1.0,17.0
2.0,3.0,33.0,0.0,15.0,14.0
1.0,2.0,24.0,12.0,1.0,10.0
0.0,1.0,48.0,2.0,41.0,14.0
2.0,1.0,64.0,8.0,44.0,14.0
1.0,1.0,43.0,0.0,1.0,22.0
0.0,1.0,13.4,0.0,20.0,17.0
2.0,2.0,91.0,0.0,7.0,22.0
0.0,1.0,32.0,0.0,41.0,6.0
2.0,1.0,21.0,0.0,1.0,0.0
2.0,1.0,34.0,2.0,15.0,6.0
0.0,1.0,13.4,0.0,20.0,17.0
0.0,1.0,13.4,0.0,20.0,17.0
1.0,1.0,19.2,0.0,20.0,17.0
2.0,1.0,66.6,0.0,20.0,17.0
2.0,1.0,31.0,0.0,1.0,22.0
3.0,1.0,32.0,0.0,15.0,22.0
4.0,1.0,36.0,0.0,15.0,5.0
3.0,1.0,31.8,0.0,15.0,5.0
2.0,1.0,13.0,9.0,15.0,0.0
1.0,1.0,14.0,9.0,15.0,0.0
2.0,1.0,66.6,0.0,20.0,17.0
1.0,1.0,31.0,2.0,41.0,5.0
1.0,1.0,31.0,2.0,15.0,23.0
4.0,1.0,46.0,2.0,41.0,6.0
4.0,1.0,46.0,0.0,41.0,17.0
2.0,2.0,13.0,8.0,15.0,0.0
4.0,1.0,48.0,0.0,41.0,14.0
3.0,1.0,12.0,9.0,15.0,0.0
1.0,1.0,10.0,6.0,15.0,14.0
1.0,1.0,11.0,8.0,15.0,22.0
1.0,1.0,29.0,9.0,7.0,14.0
0.0,1.0,45.0,2.0,41.0,5.0
4.0,1.0,51.0,2.0,41.0,5.0
3.0,1.0,49.0,2.0,41.0,22.0
3.0,1.0,51.0,2.0,1.0,22.0
1.0,2.0,8.0,9.0,1.0,14.0
2.0,2.0,11.0,9.0,15.0,22.0
1.0,1.0,18.0,9.0,15.0,14.0
2.0,1.0,33.0,9.0,1.0,14.0
4.0,1.0,48.4,0.0,20.0,17.0
1.0,1.0,29.0,9.0,1.0,13.0
2.0,1.0,27.0,11.0,1.0,13.0
1.0,1.0,36.0,8.0,1.0,14.0
3.0,1.0,40.0,9.0,1.0,14.0
1.0,1.0,38.0,8.0,15.0,14.0
4.0,1.0,32.0,10.0,7.0,22.0
2.0,1.0,32.0,9.0,7.0,14.0
3.0,1.0,49.0,9.0,1.0,14.0
4.0,1.0,37.0,2.0,41.0,6.0
1.0,1.0,31.0,2.0,41.0,6.0
1.0,1.0,31.0,2.0,41.0,5.0
1.0,1.0,30.0,2.0,41.0,6.0
1.0,1.0,31.0,2.0,41.0,17.0
2.0,1.0,11.0,13.0,15.0,0.0
2.0,1.0,32.0,2.0,41.0,22.0
1.0,1.0,31.0,2.0,41.0,22.0
2.0,1.0,17.0,9.0,15.0,0.0
2.0,1.0,32.0,2.0,41.0,22.0
0.0,1.0,32.0,2.0,41.0,6.0
1.0,1.0,6.0,9.0,7.0,0.0
1.0,1.0,37.0,2.0,41.0,5.0
4.0,1.0,48.4,0.0,20.0,17.0
1.0,1.0,45.0,2.0,41.0,5.0
2.0,1.0,11.0,9.0,15.0,17.0
2.0,1.0,55.0,2.0,15.0,14.0
1.0,1.0,46.0,7.0,7.0,5.0
1.0,1.0,11.0,8.0,15.0,0.0
2.0,1.0,17.0,9.0,1.0,0.0
4.0,1.0,46.0,0.0,7.0,14.0
3.0,1.0,54.0,0.0,1.0,14.0
3.0,1.0,23.0,8.0,44.0,22.0
2.0,1.0,12.0,8.0,15.0,0.0
1.0,1.0,46.0,1.5,41.0,6.0
2.0,1.0,30.0,8.0,44.0,22.0
4.0,1.0,48.0,0.0,41.0,6.0
4.0,1.0,49.0,0.0,15.0,22.0
4.0,1.0,48.4,0.0,20.0,17.0
2.0,1.0,16.0,8.0,15.0,14.0
4.0,1.0,53.0,1.5,41.0,6.0
3.0,1.0,17.0,8.0,15.0,0.0
2.0,1.0,9.0,8.0,15.0,5.0
4.0,1.0,33.0,1.5,41.0,6.0
2.0,1.0,41.0,0.0,141.0,6.0
2.0,1.0,17.0,8.0,15.0,0.0
0.0,1.0,47.0,0.0,44.0,5.0
1.0,2.0,49.0,0.0,1.0,14.0
3.0,1.0,26.0,8.0,1.0,22.0
1.0,2.0,26.0,8.0,15.0,14.0
4.0,1.0,30.0,8.0,15.0,14.0
2.0,1.0,35.0,8.0,41.0,22.0
1.0,1.0,32.0,3.0,15.0,5.0
2.0,1.0,32.0,2.0,7.0,0.0
3.0,1.0,26.0,3.0,15.0,22.0
2.0,1.0,17.0,8.0,15.0,0.0
4.0,1.0,32.0,1.75,15.0,5.0
1.0,1.0,32.0,1.75,41.0,6.0
2.0,1.0,11.0,8.0,15.0,0.0
2.0,1.0,66.6,0.0,20.0,17.0
2.0,1.0,11.0,8.0,15.0,0.0
1.0,1.0,58.0,0.0,144.0,5.0
4.0,1.0,48.4,0.0,20.0,17.0
2.0,1.0,12.0,8.0,15.0,22.0
1.0,1.0,10.0,8.0,15.0,22.0
1.0,1.0,33.0,3.0,20.0,17.0
1.0,1.0,12.0,8.0,15.0,22.0
1.0,1.0,42.0,8.0,15.0,14.0
2.0,1.0,12.0,8.0,15.0,22.0
3.0,1.0,34.0,8.0,1.0,14.0
1.0,1.0,2.0,12.0,15.0,14.0
3.0,1.0,44.0,0.0,20.0,17.0
3.0,1.0,57.0,0.0,20.0,22.0
2.0,1.0,54.0,0.0,1.0,17.0
3.0,1.0,55.0,0.0,20.0,17.0
3.0,1.0,31.0,0.0,20.0,17.0
4.0,1.0,32.0,0.0,20.0,17.0
2.0,1.0,52.0,0.0,1.0,17.0
1.0,1.0,38.0,5.0,1.0,14.0
1.0,1.0,41.0,8.0,1.0,14.0
1.0,1.0,49.0,8.0,44.0,14.0
1.0,1.0,43.0,8.0,1.0,22.0
2.0,1.0,30.0,0.0,15.0,17.0
1.0,1.0,30.0,0.0,20.0,17.0
1.0,1.0,15.0,8.0,15.0,22.0
2.0,1.0,10.0,8.0,15.0,22.0
2.0,1.0,11.0,8.0,15.0,14.0
3.0,1.0,36.0,0.0,15.0,17.0
2.0,1.0,10.0,0.0,15.0,22.0
3.0,1.0,40.0,3.0,44.0,17.0
3.0,1.0,32.0,0.0,15.0,17.0
1.0,1.0,40.0,0.0,15.0,17.0
2.0,1.0,39.0,4.0,15.0,17.0
3.0,1.0,42.0,0.0,20.0,17.0
0.0,1.0,4.0,8.0,15.0,22.0
3.0,1.0,61.0,0.0,44.0,14.0
2.0,1.0,44.0,0.0,20.0,14.0
1.0,1.0,13.0,0.0,15.0,22.0
3.0,1.0,41.0,0.0,20.0,17.0
4.0,1.0,52.0,0.0,20.0,17.0
4.0,1.0,36.0,0.0,15.0,14.0
4.0,1.0,48.4,0.0,20.0,17.0
3.0,1.0,51.0,2.0,1.0,17.0
2.0,1.0,39.0,8.0,44.0,14.0
0.0,1.0,34.0,8.0,15.0,14.0
1.0,2.0,27.0,8.0,15.0,14.0
3.0,1.0,25.0,8.0,15.0,14.0
0.0,1.0,13.0,8.0,1.0,14.0
1.0,1.0,28.0,8.0,15.0,22.0
2.0,1.0,66.6,0.0,20.0,17.0
2.0,1.0,31.0,8.0,15.0,14.0
3.0,1.0,49.0,1.0,15.0,14.0
1.0,1.0,31.0,8.0,1.0,22.0
3.0,2.0,38.0,8.0,1.0,17.0
1.0,1.0,24.0,8.0,15.0,14.0
4.0,1.0,29.0,8.0,15.0,22.0
4.0,2.0,27.0,8.0,15.0,14.0
1.0,2.0,27.0,8.0,15.0,14.0
4.0,1.0,30.0,8.0,15.0,14.0
3.0,1.0,27.0,3.0,41.0,14.0
4.0,1.0,53.8,0.0,20.0,23.0
2.0,1.0,38.0,10.0,44.0,0.0
2.0,1.0,37.8,3.0,41.0,23.0
1.0,1.0,50.0,3.0,41.0,14.0
3.0,1.0,43.0,3.0,41.0,14.0
1.0,1.0,45.0,3.0,15.0,14.0
0.0,1.0,34.0,0.0,1.0,17.0
0.0,1.0,27.8,0.0,7.0,17.0
0.0,1.0,61.4,0.0,44.0,17.0
1.0,1.0,1.0,8.0,1.0,14.0
4.0,1.0,59.0,0.0,44.0,22.0
2.0,1.0,18.0,8.0,44.0,14.0
2.0,1.0,45.0,0.0,1.0,14.0
3.0,1.0,55.0,0.0,1.0,14.0
1.0,1.0,20.0,12.0,15.0,14.0
1.0,1.0,28.0,8.0,15.0,22.0
1.0,1.0,42.0,0.0,1.0,22.0
1.0,2.0,44.0,0.0,115.0,17.0
3.0,1.0,20.0,8.0,15.0,22.0
1.0,1.0,12.0,8.0,15.0,22.0
1.0,1.0,5.0,8.0,15.0,22.0
1.0,2.0,13.0,8.0,15.0,22.0
1.0,1.0,28.0,8.0,15.0,0.0
2.0,1.0,47.0,3.0,41.0,17.0
2.0,1.0,25.0,5.0,15.0,23.0
1.0,1.0,23.0,0.0,15.0,14.0
0.0,1.0,18.0,0.0,1.0,14.0
1.0,1.0,19.0,8.0,15.0,14.0
1.0,1.0,31.0,8.0,1.0,13.0
2.0,1.0,40.0,0.0,44.0,0.0
1.0,1.0,34.0,8.0,1.0,22.0
2.0,2.0,18.0,0.0,15.0,22.0
1.0,2.0,10.0,0.0,1.0,14.0
2.0,3.0,27.0,0.0,1.0,13.0
0.0,2.0,0.0,0.0,1.0,14.0
3.0,1.0,45.0,0.0,1.0,14.0
2.0,2.0,24.0,8.0,15.0,14.0
4.0,2.0,33.0,7.0,15.0,14.0
0.0,1.0,0.0,9.0,7.0,14.0
2.0,1.0,17.0,8.0,15.0,22.0
2.0,1.0,33.0,10.0,7.0,22.0
1.0,3.0,35.0,0.0,1.0,13.0
4.0,1.0,39.0,7.0,15.0,14.0
0.0,1.0,13.4,0.0,20.0,17.0
4.0,1.0,46.0,7.0,15.0,14.0
1.0,3.0,51.0,0.0,7.0,14.0
1.0,1.0,64.0,3.0,15.0,14.0
1.0,1.0,31.0,9.0,7.0,14.0
2.0,2.0,37.0,8.0,7.0,5.0
1.0,1.0,23.0,9.0,15.0,14.0
4.0,1.0,48.0,0.0,20.0,14.0
2.0,2.0,20.0,8.0,15.0,22.0
2.0,2.0,23.0,9.0,15.0,22.0
4.0,1.0,54.0,2.0,15.0,22.0
2.0,1.0,23.0,9.0,15.0,22.0
4.0,1.0,42.0,2.0,41.0,6.0
3.0,1.0,6.0,8.0,15.0,0.0
2.0,2.0,10.0,9.0,7.0,22.0
1.0,1.0,15.0,9.0,15.0,0.0
1.0,1.0,37.0,2.0,41.0,5.0
0.0,1.0,1.0,0.0,7.0,14.0
2.0,1.0,30.0,9.0,7.0,22.0
4.0,1.0,40.0,8.0,1.0,22.0
0.0,1.0,27.0,8.0,7.0,14.0
1.0,1.0,16.0,9.0,7.0,0.0
0.0,1.0,3.0,1.0,7.0,14.0
1.0,2.0,34.0,0.0,1.0,14.0
2.0,1.0,25.0,8.0,15.0,14.0
1.0,2.0,17.0,0.0,1.0,14.0
1.0,1.0,36.0,2.0,41.0,14.0
0.0,1.0,51.8,2.0,15.0,5.0
4.0,1.0,34.0,2.0,41.0,6.0
2.0,1.0,36.0,2.0,41.0,6.0
4.0,1.0,34.0,2.0,41.0,14.0
1.0,1.0,13.0,2.0,15.0,0.0
3.0,1.0,41.4,0.0,20.0,17.0
1.0,1.0,15.0,9.0,15.0,0.0
1.0,1.0,15.0,8.0,15.0,22.0
0.0,1.0,1.0,9.0,7.0,14.0
2.0,2.0,10.0,8.0,15.0,0.0
2.0,2.0,10.0,8.0,15.0,14.0
1.0,2.0,10.0,8.0,15.0,14.0
1.0,1.0,52.0,0.0,1.0,14.0
4.0,5.0,31.0,0.0,1.0,14.0
1.0,3.0,87.0,0.0,20.0,22.0
1.0,1.0,32.0,8.0,7.0,0.0
0.0,1.0,31.0,8.0,15.0,14.0
2.0,1.0,30.0,8.0,15.0,0.0
0.0,1.0,45.0,0.0,15.0,0.0
0.0,1.0,54.0,0.0,1.0,14.0
2.0,1.0,26.0,8.0,15.0,0.0
1.0,1.0,28.0,8.0,1.0,14.0
1.0,1.0,24.0,0.0,15.0,0.0
1.0,1.0,30.0,8.0,15.0,23.0
0.0,1.0,33.0,8.0,44.0,22.0
1.0,1.0,32.0,0.0,15.0,0.0
2.0,1.0,54.0,0.0,1.0,17.0
2.0,1.0,21.0,8.0,15.0,0.0
2.0,1.0,32.0,12.0,7.0,14.0
2.0,1.0,59.0,0.0,115.0,17.0
4.0,1.0,26.0,12.0,7.0,0.0
4.0,1.0,31.0,12.0,15.0,0.0
3.0,1.0,28.0,12.0,1.0,0.0
1.0,1.0,1.0,8.0,15.0,23.0
1.0,2.0,30.0,8.0,15.0,0.0
0.0,1.0,12.0,8.0,15.0,0.0
3.0,1.0,57.0,0.0,1.0,14.0
2.0,1.0,44.0,0.0,1.0,0.0
1.0,1.0,41.0,8.0,1.0,14.0
0.0,1.0,24.0,8.0,1.0,13.0
1.0,1.0,43.0,0.0,1.0,17.0
2.0,1.0,16.0,8.0,15.0,17.0
0.0,1.0,12.0,8.0,1.0,23.0
0.0,1.0,29.0,8.0,1.0,14.0
1.0,1.0,27.0,8.0,1.0,10.0
1.0,1.0,31.0,8.0,1.0,14.0
2.0,1.0,37.0,8.0,1.0,14.0
2.0,1.0,38.0,8.0,1.0,14.0
1.0,1.0,19.0,8.0,15.0,14.0
0.0,1.0,0.0,8.0,20.0,14.0
2.0,1.0,20.0,8.0,15.0,22.0
2.0,1.0,25.0,8.0,15.0,22.0
0.0,2.0,25.0,8.0,1.0,14.0
1.0,1.0,30.0,8.0,7.0,5.0
3.0,1.0,59.0,8.0,15.0,0.0
3.0,2.0,21.0,8.0,15.0,5.0
1.0,1.0,10.0,8.0,1.0,14.0
2.0,1.5,7.0,8.0,15.0,14.0
1.0,1.0,18.0,8.0,15.0,0.0
3.0,1.0,26.0,8.0,115.0,22.0
1.0,1.0,29.0,8.0,15.0,22.0
0.0,1.0,18.0,8.0,15.0,14.0
1.0,1.0,52.0,1.0,41.0,5.0
1.0,1.0,37.0,2.25,41.0,14.0
2.0,1.0,13.0,8.0,15.0,0.0
4.0,1.0,48.4,0.0,20.0,17.0
1.0,1.0,1.0,8.0,20.0,0.0
3.0,1.0,27.0,8.0,7.0,5.0
3.0,2.0,13.0,8.0,15.0,22.0
0.0,1.0,24.0,8.0,1.0,5.0
1.0,1.0,19.2,0.0,20.0,17.0
2.0,1.0,27.0,3.0,15.0,5.0
1.0,1.0,19.0,3.0,15.0,6.0
0.0,1.0,34.0,2.25,15.0,14.0
2.0,1.0,24.0,3.0,15.0,6.0
2.0,1.0,24.0,3.5,15.0,14.0
4.0,1.0,35.0,2.0,15.0,6.0
4.0,1.0,33.0,1.5,41.0,5.0
4.0,1.0,48.4,0.0,20.0,17.0
1.0,1.0,27.0,1.75,15.0,0.0
0.0,1.0,28.4,2.0,20.0,17.0
4.0,1.0,48.4,0.0,20.0,17.0
4.0,1.0,48.4,0.0,20.0,17.0
4.0,1.0,48.4,0.0,20.0,17.0
4.0,1.0,48.4,0.0,20.0,17.0
4.0,1.0,48.4,0.0,20.0,17.0
3.0,5.0,31.0,0.0,1.0,14.0
3.0,1.0,57.0,0.0,1.0,17.0
2.0,1.0,41.0,0.0,1.0,14.0
2.0,2.0,12.0,0.0,1.0,14.0
4.0,1.0,49.0,0.0,141.0,17.0
4.0,1.0,43.0,0.0,20.0,17.0
3.0,1.0,32.0,0.0,41.0,22.0
3.0,1.0,41.0,0.0,1.0,17.0
0.0,2.0,0.0,8.0,1.0,17.0
1.0,2.0,9.0,8.0,1.0,14.0
2.0,1.0,45.0,0.0,15.0,22.0
4.0,1.0,32.0,8.0,7.0,14.0
1.0,2.0,44.0,8.0,7.0,23.0
4.0,1.0,29.0,8.0,44.0,14.0
1.0,1.0,3.0,8.0,15.0,22.0
3.0,1.0,38.0,8.0,7.0,14.0
1.0,1.0,47.0,0.0,1.0,22.0
2.0,2.0,20.0,8.0,15.0,23.0
0.0,2.0,37.0,8.0,7.0,23.0
2.0,3.0,34.0,8.0,1.0,13.0
0.0,14.0,42.0,5.0,20.0,17.0
1.0,3.0,54.0,0.0,1.0,14.0
0.0,1.0,54.0,0.0,1.0,14.0
1.0,1.0,58.0,0.0,1.0,14.0
1.0,1.0,47.0,8.0,44.0,22.0
0.0,2.0,15.0,8.0,1.0,17.0
0.0,1.0,49.0,8.0,1.0,14.0
3.0,1.0,58.0,2.0,15.0,14.0
0.0,1.0,54.0,0.0,1.0,14.0
1.0,2.0,59.0,0.0,15.0,14.0
2.0,2.0,59.0,2.0,17.0,14.0
0.0,1.0,49.0,8.0,1.0,23.0
2.0,1.0,38.0,0.0,1.0,22.0
1.0,2.0,50.0,0.0,1.0,10.0
0.0,3.0,22.0,0.0,1.0,14.0
0.0,1.0,43.0,8.0,1.0,17.0
1.0,2.0,27.0,9.0,1.0,14.0
4.0,1.0,41.0,10.0,7.0,17.0
1.0,1.0,45.0,10.0,1.0,17.0
2.0,1.0,18.0,4.0,15.0,22.0
1.0,1.0,12.0,8.0,15.0,0.0
2.0,1.0,43.0,0.0,7.0,14.0
2.0,1.0,23.0,12.0,1.0,13.0
2.0,1.0,3.0,8.0,15.0,14.0
1.0,1.0,20.0,10.0,1.0,0.0
3.0,1.0,29.0,8.0,7.0,14.0
1.0,1.0,3.0,0.0,44.0,22.0
2.0,1.0,28.0,0.0,1.0,13.0
2.0,1.0,28.0,8.0,44.0,22.0
2.0,1.0,27.0,12.0,7.0,22.0
4.0,1.0,31.0,0.0,44.0,5.0
1.0,1.0,33.0,12.0,44.0,22.0
1.0,1.0,48.0,0.0,1.0,5.0
0.0,1.0,59.0,0.0,44.0,17.0
3.0,1.0,17.0,10.0,15.0,22.0
1.0,1.0,1.0,10.0,15.0,22.0
1.0,1.0,12.0,14.0,15.0,17.0
3.0,2.0,27.0,0.0,7.0,5.0
2.0,1.0,17.0,0.0,15.0,22.0
2.0,2.0,8.0,14.0,15.0,0.0
1.0,1.0,18.0,0.0,15.0,22.0
0.0,2.0,1.0,8.0,20.0,5.0
1.0,1.0,4.0,0.0,15.0,17.0
2.0,2.0,0.0,0.0,15.0,5.0
2.0,2.0,14.0,10.0,15.0,14.0
3.0,2.0,32.0,0.0,7.0,14.0
4.0,1.0,28.0,12.0,7.0,17.0
1.0,1.0,4.0,0.0,7.0,22.0
1.0,1.0,37.0,12.0,7.0,14.0
1.0,1.0,27.0,10.0,1.0,13.0
2.0,1.0,40.0,0.0,15.0,22.0
3.0,1.0,10.0,14.0,15.0,0.0
2.0,2.0,17.0,0.0,20.0,5.0
2.0,1.0,10.0,12.0,15.0,22.0
2.0,1.0,26.0,0.0,44.0,5.0
2.0,1.0,24.0,0.0,15.0,22.0
2.0,1.0,12.0,10.0,15.0,22.0
1.0,2.0,35.0,0.0,1.0,13.0
1.0,1.0,33.0,12.0,1.0,13.0
3.0,1.0,47.0,12.0,7.0,13.0
2.0,2.0,32.0,12.0,1.0,13.0
2.0,1.0,31.0,0.0,1.0,5.0
2.0,2.0,28.0,12.0,1.0,5.0
1.0,2.0,36.0,0.0,1.0,13.0
1.0,1.0,36.0,12.0,1.0,22.0
1.0,2.0,14.0,0.0,1.0,10.0
1.0,1.0,15.0,0.0,1.0,13.0
1.0,1.0,35.0,0.0,44.0,22.0
1.0,1.0,37.0,0.0,1.0,22.0
2.0,1.0,29.0,0.0,1.0,13.0
3.0,1.0,31.8,0.0,20.0,5.0
3.0,1.0,39.0,0.0,20.0,6.0
3.0,19.0,33.2,0.0,20.0,17.0
2.0,2.0,22.0,0.0,1.0,13.0
2.0,1.0,46.0,0.0,1.0,22.0
2.0,1.0,46.0,0.0,1.0,10.0
1.0,3.0,37.0,0.0,1.0,22.0
1.0,2.0,34.0,0.0,1.0,0.0
0.0,1.0,37.0,0.0,15.0,5.0
1.0,1.0,31.0,0.0,15.0,5.0
0.0,1.0,7.0,0.0,15.0,5.0
1.0,1.0,0.0,0.0,15.0,22.0
1.0,1.0,34.0,0.0,15.0,5.0
1.0,1.0,39.0,0.0,15.0,5.0
0.0,1.0,-1.0,0.0,20.0,17.0
1.0,1.0,0.0,0.0,15.0,22.0
1.0,1.0,44.0,0.0,41.0,5.0
4.0,1.0,45.0,0.0,41.0,5.0
4.0,2.0,37.0,0.0,1.0,22.0
2.0,1.0,50.0,0.0,15.0,5.0
3.0,1.0,34.0,0.0,15.0,5.0
4.0,1.0,23.0,0.0,34.0,2820.0
1.0,1.0,32.0,0.0,38.0,29.0
3.0,1.0,50.0,0.0,381732.0,2834.0
2.0,1.0,78.0,0.0,38.0,2834.0
1.0,1.0,63.0,0.0,1.0,2820.0
4.0,1.0,2.0,0.0,35.0,2834.0
3.0,1.0,51.0,0.0,38.0,22.0
4.0,2.0,51.0,0.0,38.0,22.0
3.0,2.0,51.0,0.0,38.0,0.0
3.0,3.0,26.0,0.0,20.0,2820.0
2.0,6.0,31.0,0.0,1.0,2.0
2.0,1.0,18.0,0.0,1.0,2.0
1.0,1.0,11.0,0.0,389.0,22.0
2.0,1.0,8.0,0.0,918.0,22.0
1.0,1.0,10.0,0.0,389.0,22.0
1.0,1.0,7.0,0.0,389.0,0.0
2.0,1.0,8.0,0.0,389.0,0.0
2.0,1.0,8.0,0.0,9.0,0.0
2.0,1.0,9.0,0.0,9.0,0.0
2.0,1.0,9.0,0.0,9.0,0.0
2.0,1.0,11.0,0.0,389.0,22.0
2.0,1.0,8.0,0.0,389.0,22.0
1.0,1.0,8.0,0.0,389.0,0.0
2.0,1.0,7.0,0.0,389.0,22.0
2.0,1.0,8.0,0.0,389.0,0.0
3.0,1.0,6.0,0.0,389.0,22.0
2.0,1.0,5.0,0.0,9.0,0.0
1.0,1.0,4.0,0.0,9.0,22.0
3.0,1.0,35.0,0.0,20.0,17.0
2.0,1.0,18.0,0.0,38.0,2.0
0.0,1.0,33.0,0.0,34.0,22.0
4.0,2.0,23.0,0.0,9.0,22.0
0.0,1.0,53.0,0.0,43.0,22.0
2.0,1.0,56.0,0.0,1.0,0.0
1.0,1.0,11.0,0.0,389.0,0.0
2.0,1.0,11.0,0.0,389.0,0.0
