status,number_of_stories,age,ff_elevation,wc_encoded,roof_encoded
3.0,1.0,11.0,0.0,38.0,22.0
1.0,2.0,61.0,1.0,1.0,22.0
1.0,1.0,10.0,3.0,42.0,0.0
1.0,1.0,22.0,0.0,1.0,0.0
1.0,2.0,0.0,0.0,4234.0,2834.0
3.0,1.0,18.0,0.0,35.0,2820.0
0.0,1.0,54.0,0.0,29.0,22.0
0.0,1.0,2.0,0.0,34.0,2834.0
1.0,2.0,70.0,0.0,17934.0,22.0
1.0,1.0,70.0,4.0,3430.0,2834.0
2.0,2.0,68.0,0.0,939.0,22.0
4.0,1.0,58.0,0.0,16.0,222834.0
0.0,1.0,62.0,0.0,38.0,22.0
3.0,2.0,53.0,2.0,3832.0,22.0
3.0,2.0,33.0,0.0,17.0,22.0
2.0,1.0,13.0,0.0,38.0,22.0
1.0,2.0,2.0,0.0,1739.0,2820.0
1.0,25.0,11.0,0.0,20.0,17.0
1.0,1.0,32.0,0.0,17.0,29.0
2.0,1.0,66.6,0.0,20.0,17.0
2.0,12.0,34.0,0.0,1.0,2834.0
1.0,1.0,64.0,0.0,1.0,32.0
2.0,1.0,66.6,0.0,20.0,17.0
3.0,1.0,56.0,0.0,20.0,17.0
4.0,1.0,32.0,0.0,35.0,2820.0
2.0,1.0,66.6,0.0,20.0,17.0
2.0,1.0,67.0,0.0,20.0,17.0
3.0,1.0,41.4,0.0,20.0,17.0
3.0,1.0,41.4,0.0,20.0,17.0
3.0,1.0,41.4,0.0,20.0,17.0
3.0,1.0,41.4,0.0,20.0,17.0
3.0,1.0,60.0,0.0,20.0,17.0
4.0,1.0,49.0,0.0,20.0,17.0
4.0,2.0,34.0,0.0,34.0,22.0
4.0,1.0,34.2,0.0,38.0,0.0
3.0,1.0,58.0,0.0,1.0,29.0
3.0,1.0,58.0,0.0,38.0,2834.0
4.0,2.0,34.0,0.0,9.0,22.0
2.0,1.0,11.0,0.0,389.0,0.0
1.0,1.0,12.0,0.0,389.0,0.0
1.0,1.0,12.0,0.0,381.0,0.0
1.0,1.0,12.0,0.0,38.0,0.0
2.0,1.0,12.0,0.0,38.0,22.0
1.0,1.0,20.0,0.0,38.0,2834.0
2.0,1.0,12.0,0.0,9.0,0.0
1.0,1.0,20.0,0.0,1.0,0.0
2.0,1.0,20.0,0.0,1.0,0.0
2.0,1.0,20.0,0.0,1.0,22.0
2.0,1.0,20.0,0.0,1.0,0.0
2.0,1.0,12.0,0.0,3842.0,0.0
4.0,2.0,21.0,8.0,9.0,2834.0
2.0,3.0,15.0,8.0,1.0,2.0
3.0,1.0,17.0,10.0,9.0,22.0
2.0,3.0,41.0,0.0,1.0,2820.0
3.0,3.0,33.0,0.0,1.0,2834.0
2.0,2.0,66.0,0.0,32.0,22.0
1.0,1.0,68.0,0.0,2.0,22.0
1.0,1.0,31.0,0.0,389.0,22.0
1.0,1.0,22.0,0.0,1.0,22.0
4.0,2.0,35.0,0.0,1.0,2834.0
2.0,2.0,1.0,0.0,9.0,2834.0
4.0,1.0,68.0,0.0,134.0,22.0
1.0,2.0,0.0,0.0,17344.0,2834.0
1.0,1.0,12.0,0.0,389.0,0.0
1.0,1.0,11.0,0.0,389.0,0.0
2.0,1.0,10.0,0.0,3842.0,0.0
2.0,1.0,9.0,0.0,389.0,0.0
3.0,1.0,2.0,0.0,42.0,0.0
2.0,1.0,20.0,0.0,1.0,0.0
1.0,2.0,13.0,0.0,17.0,2834.0
0.0,1.0,3.0,0.0,17.0,0.0
1.0,1.0,3.0,0.0,17.0,0.0
0.0,1.0,5.0,0.0,17.0,0.0
1.0,1.0,4.0,0.0,17.0,0.0
0.0,1.0,13.0,0.0,17.0,2834.0
1.0,1.0,2.0,0.0,17.0,0.0
1.0,1.0,3.0,0.0,17.0,0.0
1.0,1.0,5.0,0.0,17.0,0.0
1.0,1.0,5.0,0.0,17.0,0.0
1.0,1.0,1.0,0.0,17.0,0.0
1.0,1.5,1.0,0.0,17.0,0.0
1.0,1.5,3.0,0.0,17.0,0.0
1.0,1.0,1.0,0.0,17.0,0.0
1.0,1.0,1.0,0.0,17.0,0.0
1.0,1.0,11.0,0.0,389.0,0.0
1.0,1.0,12.0,0.0,389.0,0.0
2.0,1.0,12.0,0.0,389.0,0.0
2.0,1.0,12.0,0.0,389.0,0.0
2.0,1.0,12.0,0.0,3811.0,0.0
0.0,1.0,1.0,0.0,389.0,0.0
2.0,1.0,12.0,0.0,389.0,0.0
1.0,1.0,11.0,0.0,3842.0,0.0
1.0,1.0,12.0,0.0,3842.0,0.0
3.0,1.0,20.0,0.0,1.0,0.0
4.0,1.0,118.0,8.0,34.0,22.0
1.0,3.0,0.0,9.0,173239.0,2834.0
4.0,1.0,25.0,7.0,9.0,2834.0
4.0,1.0,118.0,0.0,34.0,2834.0
4.0,1.0,118.0,0.0,17.0,2834.0
2.0,1.0,62.0,0.0,20.0,17.0
1.0,3.0,11.0,0.0,20.0,17.0
1.0,3.0,9.2,0.0,20.0,17.0
2.0,3.0,25.0,0.0,37.0,2820.0
2.0,3.0,40.0,0.0,20.0,17.0
3.0,1.0,118.0,0.0,20.0,17.0
2.0,1.0,59.0,0.0,38.0,2834.0
2.0,1.0,75.0,0.0,1.0,2.0
2.0,2.0,28.0,8.0,17.0,22.0
2.0,2.0,29.0,8.0,20.0,17.0
2.0,2.0,37.6,8.0,20.0,17.0
2.0,2.0,37.6,8.0,20.0,17.0
3.0,2.0,37.6,8.0,20.0,17.0
3.0,1.0,59.0,0.0,1.0,0.0
3.0,2.0,23.0,8.0,17.0,22.0
0.0,1.0,17.0,0.0,1.0,29.0
4.0,2.0,34.0,0.0,9.0,2834.0
3.0,1.0,33.0,0.0,17.0,2834.0
2.0,1.0,33.0,0.0,38.0,22.0
1.0,1.0,44.0,0.0,3817.0,2834.0
2.0,1.0,17.0,0.0,2134.0,2834.0
2.0,1.0,62.0,0.0,35.0,2834.0
1.0,1.0,35.0,0.0,19.0,32.0
1.0,1.0,68.0,0.0,34.0,22.0
1.0,1.0,68.0,0.0,32.0,2834.0
1.0,1.0,68.0,0.0,35.0,2834.0
2.0,2.0,11.0,0.0,19.0,2834.0
1.0,1.0,84.0,0.0,42.0,22.0
2.0,1.0,37.0,0.0,38.0,22.0
2.0,1.0,50.0,3.0,38.0,22.0
0.0,1.0,36.0,3.0,38329.0,2834.0
0.0,1.0,44.0,3.0,38.0,2820.0
1.0,1.0,43.0,3.0,38.0,22.0
1.0,1.0,44.0,0.0,38.0,22.0
1.0,1.0,48.0,0.0,389.0,22.0
1.0,1.0,42.0,0.0,38.0,2820.0
1.0,1.0,43.0,0.0,38.0,2820.0
0.0,1.0,45.0,0.0,3817.0,0.0
0.0,1.0,45.0,0.0,38.0,2834.0
4.0,1.0,9.0,0.0,38.0,25.0
2.0,1.0,52.0,0.0,1.0,222834.0
1.0,1.0,31.0,0.0,35.0,2834.0
2.0,1.0,37.0,0.0,351.0,2820.0
2.0,1.0,42.0,0.0,381.0,26.0
4.0,1.0,47.0,0.0,35.0,2820.0
2.0,3.0,9.0,0.0,38.0,2834.0
4.0,2.0,30.2,0.0,383532.0,2820.0
4.0,1.5,48.0,0.0,381.0,282021.0
2.0,1.0,48.0,0.0,3835.0,2820.0
3.0,1.0,6.0,0.0,3839.0,0.0
1.0,1.0,6.0,0.0,38.0,0.0
3.0,1.5,6.0,0.0,3817.0,0.0
3.0,2.0,2.0,0.0,3842.0,0.0
4.0,2.0,2.0,0.0,389.0,0.0
0.0,1.0,20.0,0.0,35.0,2834.0
3.0,1.0,21.4,0.0,20.0,2820.0
3.0,1.0,21.0,0.0,35.0,2820.0
3.0,1.0,31.0,0.0,351.0,2834.0
1.0,1.0,9.0,0.0,1.0,2820.0
3.0,1.0,12.0,0.0,38.0,0.0
1.0,1.0,12.0,0.0,38.0,0.0
1.0,1.0,12.0,0.0,381.0,0.0
2.0,1.0,12.0,0.0,3842.0,22.0
1.0,1.0,20.0,0.0,1.0,0.0
1.0,1.0,20.0,0.0,1.0,0.0
2.0,1.0,20.0,0.0,1.0,0.0
1.0,9.0,37.0,0.0,1.0,26.0
2.0,13.0,33.0,0.0,1.0,2834.0
1.0,2.0,11.0,0.0,20.0,22.0
3.0,1.0,40.0,0.0,20.0,8.0
3.0,1.0,35.0,0.0,381.0,222834.0
3.0,2.0,26.0,0.0,35.0,2834.0
3.0,3.0,0.0,0.0,20.0,17.0
4.0,2.0,62.0,0.0,38.0,17.0
1.0,1.0,82.0,0.0,1.0,2.0
4.0,2.0,108.0,0.0,20.0,17.0
1.0,1.0,33.0,0.0,1.0,7.0
3.0,1.0,39.0,0.0,1.0,2820.0
0.0,1.0,61.0,0.0,3821.0,2820.0
3.0,1.0,38.0,0.0,20.0,17.0
2.0,2.0,10.0,0.0,20.0,22.0
1.0,1.0,12.6,0.0,20.0,2820.0
1.0,2.0,6.0,0.0,1732.0,22.0
4.0,1.0,35.0,0.0,38.0,2834.0
1.0,2.0,11.0,0.0,1.0,2834.0
1.0,2.0,14.2,0.0,1732.0,2834.0
1.0,2.0,13.0,0.0,9.0,2834.0
1.0,2.0,2.0,3.0,9.0,2834.0
0.0,2.0,3.0,0.0,34.0,2834.0
1.0,1.0,1.0,3.0,9.0,2834.0
1.0,2.0,43.0,10.5,1732.0,2834.0
4.0,2.0,35.0,0.0,9.0,17.0
4.0,1.0,38.0,0.0,2.0,17.0
1.0,8.0,17.0,0.0,1.0,2834.0
2.0,1.0,28.4,0.0,340.0,2.0
2.0,3.0,12.0,13.0,9.0,2834.0
2.0,1.0,16.0,0.0,389.0,0.0
2.0,1.0,5.0,0.0,38.0,0.0
2.0,1.0,12.0,0.0,38.0,0.0
1.0,1.0,12.0,0.0,3811.0,0.0
3.0,1.0,7.0,0.0,3842.0,22.0
2.0,1.0,3.0,0.0,389.0,0.0
2.0,1.0,21.0,0.0,1.0,0.0
2.0,1.0,20.0,0.0,1.0,0.0
4.0,2.0,118.0,7.0,17.0,2.0
4.0,2.0,33.0,4.0,42.0,2834.0
4.0,2.0,33.0,6.0,17.0,2834.0
4.0,2.0,15.0,9.0,1.0,2834.0
2.0,3.0,12.0,8.0,1.0,2.0
2.0,1.0,21.0,12.0,1.0,29.0
2.0,3.0,0.0,9.5,34.0,2834.0
4.0,1.0,32.0,0.0,2.0,4.0
4.0,1.0,48.0,3.0,17.0,22.0
2.0,3.0,5.0,12.0,9.0,2834.0
4.0,1.0,48.0,0.0,34.0,2834.0
1.0,1.0,4.0,0.0,1.0,9.0
4.0,2.0,30.0,0.0,34.0,2834.0
0.0,1.0,32.0,1.0,34.0,22.0
1.0,1.0,30.0,8.5,34.0,22.0
1.0,2.0,4.0,9.9,9.0,2834.0
4.0,1.0,34.0,0.0,34.0,28202834.0
4.0,1.0,48.0,0.0,34.0,2834.0
4.0,1.0,51.0,0.0,9.0,2834.0
2.0,1.0,31.0,0.0,20.0,22.0
1.0,1.0,87.0,2.0,17.0,2834.0
0.0,1.0,46.0,0.0,38.0,22.0
1.0,1.0,10.0,2.0,9.0,22.0
2.0,1.0,33.0,0.0,38.0,2820.0
3.0,2.0,44.0,0.0,9.0,22.0
4.0,1.0,44.0,0.0,35.0,2820.0
4.0,1.0,3.0,0.0,1735.0,2834.0
1.0,2.0,74.0,0.0,9.0,22.0
2.0,2.0,88.0,0.0,3439.0,0.0
1.0,1.0,108.0,0.0,9.0,0.0
2.0,1.0,34.0,0.0,3839.0,0.0
2.0,1.0,102.0,0.0,9.0,28202834.0
0.0,1.0,41.0,0.0,38.0,0.0
2.0,1.0,93.0,0.0,9.0,2834.0
2.0,1.0,19.0,0.0,9.0,0.0
2.0,2.0,18.0,0.0,9.0,2834.0
4.0,2.0,33.0,0.0,9.0,2820.0
3.0,2.0,33.0,0.0,38134.0,2820.0
1.0,1.0,41.0,0.0,3834.0,22.0
3.0,1.0,34.0,0.0,3834.0,22.0
3.0,3.0,29.0,0.0,1.0,2834.0
3.0,1.0,31.0,0.0,3834.0,0.0
3.0,1.0,31.0,0.0,38.0,22.0
4.0,1.0,34.0,0.0,38.0,22.0
3.0,1.0,33.0,0.0,38.0,22.0
2.0,2.0,12.0,0.0,389.0,0.0
0.0,1.0,16.0,0.0,1.0,0.0
0.0,1.0,15.0,0.0,1.0,0.0
3.0,1.0,29.0,0.0,3842.0,22.0
3.0,2.0,45.0,0.0,389.0,22.0
3.0,2.0,32.0,0.0,1.0,22.0
2.0,2.0,39.0,0.0,389.0,22.0
2.0,2.0,18.0,4.0,34.0,0.0
4.0,1.0,54.0,0.0,38.0,22.0
4.0,2.0,31.0,8.0,42.0,2834.0
4.0,2.0,34.0,0.0,38.0,15.0
4.0,1.0,40.0,0.0,38.0,127.0
2.0,1.0,6.0,10.3,34.0,2820.0
4.0,1.0,47.0,0.0,38.0,29.0
4.0,2.0,35.0,0.0,3439.0,2834.0
4.0,2.0,34.0,0.0,39.0,2834.0
4.0,2.0,53.0,0.0,38.0,22.0
4.0,1.0,54.0,0.0,38.0,0.0
4.0,1.0,52.0,0.0,3842.0,22.0
4.0,1.0,63.0,0.0,2.0,17.0
2.0,1.0,16.0,10.2,9.0,2834.0
4.0,2.0,35.0,0.0,2.0,17.0
4.0,2.0,34.0,0.0,42.0,0.0
4.0,1.0,34.0,0.0,9.0,222834.0
4.0,2.0,32.0,0.0,34.0,0.0
3.0,2.0,8.0,9.0,9.0,2834.0
4.0,1.0,19.0,0.0,35.0,2834.0
2.0,2.0,19.0,3.7,34.0,18.0
4.0,1.0,51.0,2.0,37.0,2834.0
4.0,1.0,51.0,2.0,37.0,2834.0
4.0,1.0,63.0,2.0,37.0,2834.0
1.0,1.0,63.0,2.0,42.0,2834.0
3.0,1.0,63.0,2.0,37.0,2834.0
4.0,1.0,41.0,9.0,1.0,17.0
4.0,1.0,41.0,0.0,38.0,29.0
4.0,1.0,33.0,7.0,32.0,22.0
4.0,1.0,45.0,0.0,38.0,2834.0
4.0,1.0,51.0,0.0,38.0,22.0
4.0,2.0,42.0,0.0,1.0,22.0
3.0,2.0,53.0,0.0,21.0,2834.0
4.0,1.0,54.0,0.0,21.0,2834.0
4.0,1.0,53.0,0.0,34.0,2820.0
4.0,1.0,53.0,0.0,38.0,29.0
4.0,1.0,50.0,0.0,3842.0,22.0
4.0,1.0,36.0,8.5,34.0,29.0
4.0,1.0,31.0,9.0,1.0,29.0
4.0,1.0,45.0,0.0,381.0,22.0
4.0,2.0,42.0,0.0,21.0,2834.0
4.0,1.0,44.0,0.0,3835.0,2834.0
1.0,1.0,32.0,0.0,35.0,2834.0
1.0,1.0,32.0,0.0,3835.0,2834.0
3.0,1.0,83.0,0.0,37.0,2820.0
4.0,1.0,54.0,0.0,1.0,2834.0
4.0,1.0,49.0,0.0,21.0,22.0
4.0,1.0,53.0,0.0,29.0,2834.0
4.0,1.0,53.0,0.0,38.0,22.0
4.0,1.0,50.0,0.0,38.0,22.0
4.0,2.0,15.0,0.0,1.0,2834.0
4.0,1.0,55.0,0.0,34.0,22.0
4.0,1.0,55.0,0.0,29.0,22.0
4.0,1.0,53.0,0.0,38.0,29.0
4.0,1.0,53.0,0.0,9.0,127.0
4.0,2.0,41.0,0.0,22.0,127.0
4.0,1.0,54.0,0.0,38.0,0.0
4.0,1.0,40.0,0.0,38.0,22.0
4.0,1.0,38.0,0.0,42.0,22.0
4.0,2.0,56.0,0.0,9.0,2820.0
4.0,1.0,53.0,0.0,1.0,19.0
4.0,1.0,54.0,0.0,38.0,2834.0
4.0,0.0,54.0,0.0,38.0,0.0
4.0,1.0,25.0,0.0,42.0,2820.0
4.0,1.0,44.0,7.32,8.0,12.0
3.0,1.0,38.0,0.0,1.0,2834.0
3.0,1.0,5.0,0.0,2.0,2834.0
0.0,1.0,5.0,0.0,3730.0,2834.0
3.0,1.0,28.0,0.0,35.0,2820.0
2.0,1.0,42.0,0.0,35.0,2834.0
4.0,1.0,44.0,0.0,3835.0,2834.0
4.0,1.0,32.0,0.0,35.0,2834.0
4.0,2.0,28.0,7.5,9.0,2834.0
3.0,2.0,18.0,9.5,9.0,2834.0
4.0,1.0,58.0,0.0,38.0,22.0
4.0,1.0,60.0,0.0,36.0,2834.0
4.0,1.0,60.0,0.0,1.0,22.0
3.0,2.0,19.0,8.5,17.0,2834.0
3.0,2.0,23.0,8.0,9.0,2820.0
4.0,2.0,26.0,8.0,9.0,2834.0
3.0,2.0,21.0,9.5,17.0,2820.0
3.0,3.0,58.0,0.0,32.0,17.0
3.0,2.0,16.0,9.0,9.0,2820.0
2.0,2.0,2.0,9.0,17.0,2834.0
4.0,1.0,41.0,0.0,381.0,17.0
4.0,1.0,55.0,0.0,1.0,0.0
4.0,1.0,47.0,0.0,1.0,2834.0
4.0,1.0,22.0,9.0,9.0,29.0
4.0,2.0,38.0,0.0,9.0,2834.0
2.0,3.0,2.0,9.0,1742.0,2820.0
4.0,2.0,15.0,9.0,9.0,2834.0
4.0,1.0,78.0,0.0,1.0,2834.0
4.0,1.0,25.0,9.0,34.0,22.0
4.0,1.0,38.0,0.0,381.0,17.0
4.0,1.0,62.0,0.0,2.0,2834.0
4.0,3.0,15.0,9.5,42.0,2834.0
2.0,2.0,2.0,9.0,9.0,2834.0
3.0,1.0,64.0,0.0,34.0,2834.0
3.0,3.0,14.0,0.0,32.0,2820.0
4.0,1.0,68.0,0.0,2.0,22.0
1.0,5.0,6.0,7.5,1.0,2834.0
4.0,1.0,70.0,0.0,2.0,2834.0
3.0,2.0,20.0,8.0,9.0,2834.0
4.0,2.0,35.0,7.5,2.0,17.0
4.0,2.0,38.0,7.5,2.0,2.0
4.0,0.0,36.0,0.0,2.0,17.0
3.0,2.0,21.0,9.0,9.0,0.0
4.0,2.0,65.0,0.0,134.0,2834.0
2.0,1.0,20.0,8.0,13.0,2834.0
3.0,1.0,2.0,0.0,35.0,2820.0
4.0,1.0,34.0,2.0,35.0,2820.0
4.0,2.0,2.0,9.5,17.0,2820.0
2.0,2.0,25.0,9.5,32.0,2820.0
4.0,2.0,14.0,0.0,9.0,2820.0
4.0,1.0,52.0,0.0,38.0,2834.0
3.0,1.0,44.0,0.0,38.0,2834.0
3.0,2.0,28.0,0.0,19.0,2834.0
2.0,1.0,43.0,0.0,38.0,0.0
4.0,1.0,52.0,2.0,389.0,0.0
1.0,1.0,33.0,0.0,17.0,0.0
3.0,2.0,28.0,0.0,19.0,2834.0
1.0,1.0,3.0,0.0,20.0,2834.0
3.0,1.0,42.0,0.0,3817.0,2834.0
3.0,2.0,41.0,0.0,389.0,2834.0
4.0,1.0,52.0,0.0,3842.0,22.0
1.0,1.0,0.0,0.0,9.0,0.0
1.0,2.0,14.0,0.0,9.0,22.0
1.0,1.5,12.0,0.0,42.0,0.0
1.0,1.0,4.0,0.0,20.0,17.0
1.0,1.0,14.0,0.0,34.0,2834.0
2.0,1.0,12.0,0.0,42.0,22.0
1.0,1.0,25.0,0.0,34.0,0.0
0.0,1.0,39.0,0.0,34.0,2834.0
1.0,1.0,38.0,0.0,3218.0,2834.0
1.0,1.0,12.0,0.0,9.0,2820.0
1.0,1.0,10.0,0.0,38.0,22.0
2.0,1.0,40.0,0.0,20.0,2834.0
1.0,1.0,11.0,0.0,9.0,0.0
1.0,1.0,1.0,0.0,17.0,0.0
1.0,1.0,2.0,0.0,9.0,0.0
2.0,1.0,8.0,0.0,42.0,22.0
2.0,1.0,41.0,0.0,38.0,2834.0
3.0,1.0,18.0,0.0,9.0,0.0
3.0,1.0,20.0,0.0,9.0,22.0
4.0,1.0,48.0,0.0,34.0,2834.0
1.0,1.0,21.0,0.0,1734.0,2820.0
2.0,1.0,23.0,0.0,9.0,22.0
3.0,1.0,21.0,0.0,42.0,0.0
1.0,1.0,20.0,0.0,9.0,22.0
1.0,1.0,37.0,0.0,1.0,22.0
1.0,1.0,39.0,0.0,1.0,2834.0
2.0,1.0,40.0,0.0,38.0,22.0
1.0,3.0,9.0,7.6,17.0,2834.0
2.0,1.0,10.0,0.0,17.0,0.0
2.0,2.0,16.0,0.0,389.0,0.0
2.0,1.0,35.0,8.0,42.0,2820.0
1.0,2.0,34.0,0.0,17.0,2834.0
1.0,1.0,1.0,9.5,17.0,2834.0
1.0,1.0,2.0,2.0,9.0,22.0
0.0,1.0,11.0,3.0,17.0,2834.0
2.0,3.0,17.0,0.0,9.0,2834.0
1.0,2.0,20.0,0.0,1.0,0.0
3.0,2.0,37.0,0.0,3834.0,22.0
1.0,1.0,32.0,0.0,1.0,0.0
2.0,2.0,26.0,0.0,9.0,2834.0
2.0,1.0,37.0,0.0,4218.0,0.0
2.0,1.0,23.0,0.0,9.0,22.0
1.0,1.0,18.0,0.0,21.0,0.0
1.0,1.0,21.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,17.0,2834.0
3.0,2.0,35.0,0.0,42.0,0.0
1.0,1.0,17.0,0.0,1.0,0.0
1.0,1.0,26.0,0.0,38.0,0.0
2.0,1.0,20.0,0.0,21.0,22.0
0.0,1.0,3.0,0.0,17.0,2834.0
2.0,1.0,26.0,0.0,38.0,0.0
2.0,1.0,16.0,0.0,1.0,22.0
2.0,1.0,31.0,0.0,17.0,0.0
1.0,1.0,20.0,0.0,9.0,0.0
2.0,2.0,19.0,0.0,1.0,0.0
1.0,1.0,30.0,0.0,9.0,0.0
0.0,1.0,21.0,0.0,9.0,2820.0
3.0,2.0,30.0,0.0,13418.0,0.0
0.0,1.5,1.0,0.0,3818.0,0.0
1.0,1.0,4.0,0.0,17.0,2834.0
1.0,2.0,22.0,0.0,1.0,0.0
1.0,1.0,31.0,0.0,38.0,2834.0
1.0,3.0,17.0,8.0,9.0,0.0
2.0,2.0,28.0,0.0,4239.0,0.0
1.0,1.0,33.0,0.0,321.0,0.0
2.0,2.0,33.0,0.0,343925.0,0.0
0.0,1.0,33.0,0.0,9.0,2834.0
0.0,2.0,31.0,0.0,179.0,0.0
1.0,1.0,31.0,0.0,389.0,2834.0
2.0,2.0,21.0,0.0,9.0,2834.0
2.0,1.0,33.0,0.0,32.0,0.0
1.0,1.0,0.0,0.0,17.0,2834.0
2.0,1.0,28.0,0.0,3817.0,0.0
1.0,1.0,31.0,0.0,9.0,2834.0
1.0,1.0,8.0,0.0,3433.0,0.0
1.0,1.0,32.0,0.0,1.0,2834.0
3.0,2.0,27.0,0.0,3842.0,0.0
1.0,2.0,33.0,0.0,389.0,2834.0
1.0,1.0,21.0,0.0,38.0,0.0
1.0,1.0,31.0,0.0,39.0,22.0
1.0,2.0,22.0,0.0,1.0,0.0
2.0,2.0,24.0,0.0,1.0,2820.0
1.0,1.0,21.0,0.0,389.0,0.0
2.0,1.0,19.0,0.0,389.0,0.0
3.0,2.0,37.0,0.0,1.0,22.0
3.0,2.0,19.0,0.0,9.0,0.0
3.0,2.0,36.0,0.0,17.0,22.0
2.0,2.0,36.0,0.0,1.0,0.0
3.0,1.0,34.0,0.0,39.0,0.0
1.0,2.0,34.0,9.1,17.0,0.0
2.0,2.0,19.0,0.0,19.0,2834.0
1.0,1.0,35.0,8.0,39.0,2834.0
4.0,2.0,32.0,0.0,42.0,2834.0
3.0,2.0,36.0,0.0,32.0,22.0
3.0,2.0,35.0,0.0,3834.0,0.0
3.0,2.0,34.0,0.0,1.0,22.0
2.0,1.0,30.0,0.0,1.0,2820.0
2.0,1.0,30.0,0.0,38.0,2834.0
1.0,1.0,11.0,0.0,9.0,0.0
4.0,1.0,32.4,3.2,34.0,2.0
0.0,1.0,79.0,0.0,17.0,2834.0
0.0,1.0,58.0,0.0,94.0,22.0
2.0,2.0,68.0,0.0,34.0,22.0
1.0,1.0,118.0,0.0,34.0,22.0
1.0,1.0,118.0,0.0,34.0,2834.0
0.0,1.0,0.0,0.0,20.0,2834.0
0.0,1.0,68.0,0.0,9.0,0.0
4.0,1.0,40.0,2.0,35.0,2820.0
1.0,1.0,78.0,0.0,9.0,22.0
2.0,1.0,30.0,0.0,9.0,22.0
2.0,1.0,41.0,0.0,38.0,22.0
4.0,2.0,118.0,0.0,29.0,22.0
1.0,1.0,68.0,2.0,38939.0,22.0
2.0,1.0,118.0,0.0,38.0,2834.0
2.0,1.0,118.0,0.0,34.0,2834.0
2.0,1.0,21.0,0.0,1.0,22.0
2.0,1.0,118.0,0.0,3834.0,22.0
1.0,1.0,118.0,0.0,34.0,2834.0
1.0,1.0,55.0,0.0,9.0,2834.0
2.0,1.0,82.0,0.0,9.0,22.0
2.0,1.0,88.0,0.0,2.0,22.0
2.0,1.0,63.0,0.0,38.0,22.0
2.0,1.0,65.0,0.0,9.0,27.0
2.0,1.0,78.0,0.0,38.0,22.0
2.0,1.0,69.0,0.0,20.0,22.0
3.0,1.0,83.0,0.0,9.0,2834.0
0.0,1.0,94.0,0.0,42.0,22.0
1.0,2.0,81.0,0.0,37.0,222834.0
1.0,1.0,103.0,0.0,9.0,22.0
1.0,1.0,87.0,0.0,17.0,22.0
2.0,1.0,82.0,2.0,17.0,22.0
1.0,2.0,1.0,0.0,32.0,2820.0
2.0,1.0,82.0,2.0,17.0,22.0
0.0,1.0,68.0,0.0,17.0,0.0
1.0,1.0,30.0,0.0,2.0,17.0
1.0,1.0,82.0,0.0,39.0,22.0
2.0,1.0,80.0,0.0,39.0,22.0
2.0,1.0,82.0,0.0,9.0,22.0
2.0,1.0,78.0,0.0,37.0,22.0
3.0,1.0,82.0,3.0,9.0,22.0
2.0,1.0,53.0,0.0,1710.0,22.0
2.0,1.0,83.0,0.0,321.0,22.0
1.0,1.0,45.0,0.0,37.0,22.0
2.0,1.0,92.0,0.0,9.0,0.0
1.0,1.0,33.0,0.0,19.0,17.0
0.0,1.0,61.0,0.0,9.0,0.0
3.0,1.0,64.6,0.0,35.0,28202834.0
4.0,1.0,50.0,0.0,38.0,2820.0
4.0,1.0,33.4,0.0,35.0,2820.0
3.0,1.0,23.2,0.0,35.0,2820.0
2.0,1.0,12.6,0.0,19.0,2820.0
4.0,1.0,50.2,0.0,35.0,19.0
4.0,1.0,54.0,0.0,389.0,22.0
3.0,1.0,38.0,0.0,3721.0,2834.0
4.0,1.0,39.0,0.0,1.0,0.0
4.0,1.0,8.0,3.4,42.0,2834.0
2.0,2.0,0.0,0.0,173439.0,2834.0
4.0,1.0,53.0,0.0,1.0,22.0
4.0,1.0,54.0,0.0,3834.0,22.0
4.0,1.0,45.0,0.0,38.0,22.0
4.0,1.5,36.0,8.0,34.0,22.0
4.0,1.0,31.0,8.0,39.0,22.0
2.0,2.0,21.0,8.5,9.0,22.0
4.0,1.0,38.0,7.0,34.0,2834.0
4.0,1.0,48.0,0.0,9.0,2.0
4.0,1.0,63.0,0.0,9.0,2834.0
4.0,2.0,38.0,0.0,2.0,2.0
4.0,1.0,35.0,0.0,9.0,2834.0
4.0,2.0,35.0,0.0,1734.0,22.0
3.0,2.0,15.0,8.5,939.0,2834.0
2.0,2.0,15.0,8.5,9.0,2834.0
2.0,2.0,2.0,0.0,1732.0,2834.0
1.0,2.0,9.0,0.0,1.0,0.0
1.0,1.5,1.0,0.0,32.0,22.0
1.0,2.0,2.0,0.0,38.0,22.0
1.0,1.0,7.0,0.0,17.0,22.0
1.0,1.0,0.0,0.0,42.0,2820.0
1.0,1.0,0.0,0.0,389.0,0.0
2.0,1.0,1.0,0.0,389.0,0.0
3.0,2.0,9.0,3.0,17.0,2834.0
1.0,1.0,12.0,3.0,3842.0,22.0
0.0,1.0,11.0,0.0,3842.0,22.0
2.0,1.0,11.0,0.0,389.0,22.0
3.0,1.0,31.0,0.0,3433.0,22.0
2.0,1.0,31.0,0.0,42.0,22.0
2.0,1.0,16.0,0.0,389.0,22.0
1.0,1.0,18.0,0.0,1.0,22.0
0.0,1.0,2.0,0.0,9.0,0.0
1.0,2.0,9.0,0.0,17.0,22.0
