status,number_of_stories,age,roof_mwfrs_enc,wall_cladding_enc,roof_system_enc,roof_cover_enc,foundation_type,wall_structure,soffit_type,large_door_present
4.0,2.0,32.0,16.0,0.0,62.0,6.0,7.0,28.0,3.0,0.0
3.0,2.0,8.0,16.0,23.0,65.0,121.0,0.0,28.0,4.0,0.0
4.0,1.0,19.0,4.0,15.0,91.0,121.0,7.0,6.0,1.0,1.0
2.0,2.0,19.0,16.0,0.0,65.0,28.0,8.0,28.0,5.0,0.0
4.0,1.0,51.0,16.0,2.0,62.0,121.0,12.0,28.0,1.0,0.0
4.0,1.0,51.0,16.0,2.0,65.0,121.0,12.0,28.0,1.0,0.0
4.0,1.0,63.0,16.0,2.0,65.0,121.0,12.0,28.0,1.0,0.0
1.0,1.0,63.0,16.0,14.0,65.0,121.0,1.0,28.0,4.0,0.0
3.0,1.0,63.0,16.0,2.0,62.0,121.0,15.0,28.0,1.0,0.0
4.0,1.0,41.0,16.0,10.0,65.0,121.0,0.0,28.0,3.0,0.0
4.0,1.0,41.0,16.0,16.0,3.0,10.0,7.0,28.0,5.0,0.0
4.0,1.0,33.0,16.0,19.0,65.0,19.0,7.0,28.0,5.0,1.0
4.0,1.0,45.0,16.0,16.0,3.0,121.0,7.0,28.0,3.0,0.0
4.0,1.0,51.0,16.0,16.0,65.0,19.0,7.0,28.0,5.0,1.0
4.0,2.0,42.0,16.0,10.0,3.0,19.0,7.0,28.0,5.0,1.0
3.0,2.0,53.0,16.0,17.0,65.0,121.0,7.0,28.0,4.0,0.0
4.0,1.0,54.0,16.0,17.0,65.0,121.0,7.0,28.0,5.0,0.0
4.0,1.0,53.0,16.0,0.0,65.0,117.0,7.0,28.0,5.0,1.0
4.0,1.0,53.0,16.0,16.0,65.0,10.0,7.0,28.0,5.0,0.0
4.0,1.0,50.0,16.0,1614.0,65.0,19.0,7.0,28.0,5.0,1.0
4.0,1.0,36.0,16.0,0.0,3.0,10.0,8.0,28.0,5.0,0.0
4.0,1.0,31.0,16.0,10.0,3.0,10.0,7.0,28.0,5.0,0.0
4.0,1.0,45.0,16.0,1610.0,3.0,19.0,7.0,28.0,3.0,0.0
4.0,2.0,42.0,16.0,17.0,65.0,121.0,7.0,27.0,5.0,0.0
4.0,1.0,44.0,16.0,1615.0,910.0,121.0,7.0,23.0,1.0,1.0
1.0,1.0,32.0,4.0,15.0,3.0,121.0,7.0,27.0,0.0,1.0
1.0,1.0,32.0,4.0,1615.0,910.0,121.0,7.0,6.0,1.0,1.0
3.0,1.0,83.0,4.0,2.0,91.0,117.0,7.0,7.0,1.0,1.0
4.0,1.0,54.0,16.0,10.0,65.0,121.0,7.0,27.0,5.0,0.0
4.0,1.0,49.0,16.0,17.0,65.0,19.0,7.0,28.0,5.0,0.0
4.0,1.0,53.0,16.0,28.0,65.0,121.0,7.0,27.0,5.0,0.0
4.0,1.0,53.0,16.0,16.0,65.0,19.0,7.0,28.0,5.0,0.0
4.0,1.0,50.0,16.0,16.0,65.0,19.0,7.0,28.0,5.0,0.0
4.0,2.0,15.0,16.0,10.0,65.0,121.0,7.0,28.0,4.0,0.0
4.0,1.0,55.0,16.0,0.0,65.0,19.0,8.0,27.0,5.0,0.0
4.0,1.0,55.0,16.0,28.0,65.0,19.0,7.0,28.0,5.0,0.0
4.0,1.0,53.0,16.0,16.0,65.0,10.0,7.0,28.0,5.0,0.0
4.0,1.0,53.0,16.0,23.0,65.0,94.0,7.0,21.0,3.0,0.0
4.0,2.0,41.0,3.0,33.0,65.0,94.0,12.0,28.0,3.0,0.0
4.0,1.0,54.0,16.0,16.0,62.0,6.0,7.0,25.0,5.0,0.0
4.0,1.0,40.0,3.0,16.0,3.0,19.0,7.0,25.0,3.0,1.0
4.0,1.0,38.0,3.0,14.0,3.0,19.0,7.0,21.0,3.0,0.0
4.0,2.0,56.0,3.0,23.0,62.0,117.0,7.0,28.0,4.0,0.0
4.0,1.0,53.0,16.0,10.0,3.0,13.0,7.0,27.0,4.0,0.0
4.0,1.0,54.0,16.0,16.0,3.0,121.0,7.0,27.0,3.0,1.0
4.0,0.0,54.0,16.0,16.0,65.0,6.0,7.0,27.0,3.0,0.0
4.0,1.0,25.0,16.0,14.0,3.0,117.0,7.0,27.0,4.0,0.0
4.0,1.0,44.0,3.0,30.0,3.0,20.0,12.0,27.0,5.0,0.0
3.0,1.0,38.0,3.0,10.0,9104.0,121.0,7.0,23.0,1.0,0.0
3.0,1.0,5.0,4.0,37.0,91.0,121.0,7.0,2.0,1.0,1.0
0.0,1.0,5.0,3.0,212.0,3.0,121.0,7.0,27.0,1.0,1.0
3.0,1.0,28.0,3.0,15.0,910.0,117.0,7.0,6.0,1.0,1.0
2.0,1.0,42.0,3.0,15.0,910.0,121.0,7.0,6.0,1.0,1.0
4.0,1.0,44.0,3.0,1615.0,910.0,121.0,7.0,6.0,1.0,1.0
4.0,1.0,32.0,3.0,15.0,910.0,121.0,7.0,6.0,1.0,1.0
4.0,2.0,28.0,16.0,23.0,67.0,121.0,0.0,28.0,4.0,0.0
3.0,2.0,18.0,16.0,23.0,62.0,121.0,12.0,28.0,4.0,0.0
4.0,1.0,58.0,16.0,16.0,62.0,19.0,7.0,28.0,3.0,0.0
4.0,1.0,60.0,16.0,18.0,62.0,121.0,7.0,17.0,3.0,0.0
4.0,1.0,60.0,16.0,10.0,65.0,19.0,7.0,17.0,3.0,0.0
3.0,2.0,19.0,16.0,9.0,62.0,121.0,13.0,28.0,4.0,0.0
3.0,2.0,23.0,16.0,23.0,62.0,117.0,13.0,28.0,4.0,0.0
4.0,2.0,26.0,16.0,23.0,62.0,121.0,0.0,28.0,1.0,0.0
3.0,2.0,21.0,16.0,9.0,65.0,117.0,13.0,28.0,4.0,0.0
3.0,3.0,58.0,16.0,19.0,65.0,117.0,14.0,28.0,4.0,0.0
3.0,2.0,16.0,16.0,23.0,62.0,117.0,0.0,28.0,4.0,0.0
2.0,2.0,2.0,16.0,9.0,62.0,121.0,0.0,28.0,1.0,0.0
4.0,1.0,41.0,16.0,1610.0,65.0,121.0,0.0,21.0,3.0,0.0
4.0,1.0,55.0,16.0,10.0,8.0,6.0,7.0,28.0,3.0,0.0
4.0,1.0,47.0,3.0,10.0,65.0,121.0,8.0,27.0,3.0,0.0
4.0,1.0,22.0,3.0,23.0,62.0,10.0,0.0,28.0,4.0,1.0
4.0,2.0,38.0,16.0,23.0,65.0,121.0,7.0,28.0,4.0,1.0
2.0,3.0,2.0,16.0,914.0,62.0,117.0,0.0,28.0,1.0,0.0
4.0,2.0,15.0,16.0,23.0,65.0,121.0,0.0,28.0,4.0,0.0
4.0,1.0,78.0,16.0,10.0,65.0,121.0,7.0,17.0,4.0,0.0
4.0,1.0,25.0,16.0,0.0,65.0,19.0,13.0,28.0,3.0,0.0
4.0,1.0,38.0,16.0,1610.0,65.0,19.0,13.0,17.0,3.0,0.0
4.0,1.0,62.0,16.0,37.0,62.0,121.0,7.0,28.0,3.0,0.0
4.0,3.0,15.0,16.0,14.0,65.0,121.0,13.0,28.0,4.0,0.0
2.0,2.0,2.0,16.0,23.0,62.0,121.0,7.0,28.0,4.0,0.0
3.0,1.0,64.0,16.0,0.0,62.0,121.0,7.0,28.0,4.0,0.0
3.0,3.0,14.0,16.0,19.0,62.0,117.0,7.0,28.0,4.0,0.0
4.0,1.0,68.0,16.0,37.0,62.0,19.0,7.0,28.0,3.0,0.0
1.0,5.0,6.0,16.0,10.0,62.0,121.0,7.0,1.0,1.0,0.0
4.0,1.0,70.0,16.0,37.0,3.0,121.0,7.0,27.0,3.0,0.0
3.0,2.0,20.0,16.0,23.0,62.0,121.0,12.0,28.0,4.0,0.0
4.0,2.0,35.0,16.0,37.0,3.0,121.0,12.0,27.0,3.0,0.0
4.0,2.0,38.0,16.0,37.0,3.0,25.0,12.0,28.0,3.0,0.0
4.0,0.0,36.0,3.0,37.0,3.0,25.0,12.0,27.0,3.0,0.0
3.0,2.0,21.0,16.0,23.0,62.0,6.0,13.0,28.0,4.0,0.0
4.0,2.0,65.0,16.0,100.0,62.0,121.0,7.0,28.0,3.0,0.0
2.0,1.0,20.0,16.0,5.0,62.0,121.0,0.0,28.0,4.0,0.0
3.0,1.0,2.0,16.0,15.0,90.0,117.0,0.0,3.0,1.0,0.0
4.0,1.0,34.0,16.0,15.0,90.0,117.0,0.0,7.0,1.0,0.0
4.0,2.0,2.0,16.0,9.0,62.0,117.0,0.0,28.0,4.0,0.0
2.0,2.0,13.8,16.0,19.0,62.0,117.0,0.0,28.0,4.0,0.0
4.0,2.0,14.0,16.0,23.0,62.0,117.0,7.0,28.0,4.0,0.0
4.0,1.0,52.0,16.0,16.0,65.0,121.0,7.0,28.0,5.0,0.0
3.0,1.0,44.0,16.0,16.0,62.0,121.0,7.0,28.0,4.0,1.0
3.0,2.0,28.0,16.0,1023.0,62.0,121.0,7.0,28.0,4.0,1.0
2.0,1.0,43.0,16.0,16.0,65.0,6.0,7.0,28.0,5.0,1.0
4.0,1.0,52.0,16.0,1623.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,33.0,16.0,9.0,65.0,6.0,7.0,28.0,5.0,0.0
3.0,2.0,28.0,16.0,1023.0,62.0,121.0,7.0,28.0,4.0,1.0
1.0,1.0,3.0,16.0,1023.0,65.0,121.0,7.0,28.0,4.0,1.0
3.0,1.0,42.0,16.0,169.0,65.0,121.0,7.0,28.0,4.0,1.0
3.0,2.0,41.0,16.0,1623.0,65.0,121.0,7.0,28.0,4.0,1.0
4.0,1.0,52.0,16.0,1614.0,62.0,19.0,7.0,28.0,0.0,1.0
1.0,1.0,0.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
1.0,2.0,14.0,16.0,23.0,62.0,19.0,7.0,28.0,4.0,0.0
1.0,1.5,12.0,9.0,14.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,4.0,9.0,14.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,14.0,16.0,0.0,62.0,121.0,7.0,28.0,5.0,0.0
2.0,1.0,12.0,16.0,14.0,62.0,19.0,8.0,28.0,4.0,0.0
1.0,1.0,25.0,16.0,0.0,65.0,6.0,8.0,28.0,5.0,1.0
0.0,1.0,39.0,16.0,0.0,62.0,121.0,8.0,28.0,5.0,0.0
1.0,1.0,38.0,16.0,194.0,62.0,121.0,7.0,28.0,5.0,1.0
1.0,1.0,12.0,16.0,23.0,62.0,117.0,7.0,28.0,1.0,0.0
1.0,1.0,10.0,16.0,16.0,65.0,19.0,7.0,28.0,4.0,1.0
2.0,1.0,40.0,16.0,16.0,65.0,121.0,7.0,28.0,4.0,1.0
1.0,1.0,11.0,16.0,23.0,65.0,6.0,8.0,28.0,4.0,0.0
1.0,1.0,1.0,16.0,9.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,2.0,16.0,23.0,65.0,6.0,7.0,28.0,4.0,0.0
2.0,1.0,8.0,16.0,14.0,65.0,19.0,8.0,28.0,5.0,0.0
2.0,1.0,41.0,16.0,16.0,62.0,121.0,8.0,28.0,5.0,0.0
3.0,1.0,18.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
3.0,1.0,20.0,16.0,23.0,62.0,19.0,7.0,28.0,4.0,1.0
4.0,1.0,48.0,16.0,0.0,62.0,121.0,8.0,28.0,5.0,0.0
1.0,1.0,21.0,16.0,90.0,62.0,117.0,8.0,28.0,0.0,0.0
2.0,1.0,23.0,16.0,23.0,62.0,19.0,7.0,28.0,4.0,0.0
3.0,1.0,21.0,16.0,14.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,20.0,16.0,23.0,62.0,19.0,7.0,28.0,4.0,1.0
1.0,1.0,37.0,16.0,10.0,62.0,19.0,7.0,17.0,4.0,0.0
1.0,1.0,39.0,16.0,10.0,62.0,121.0,7.0,17.0,4.0,1.0
2.0,1.0,40.0,16.0,16.0,62.0,19.0,7.0,28.0,5.0,0.0
1.0,3.0,9.0,16.0,9.0,62.0,121.0,7.0,28.0,0.0,0.0
2.0,1.0,10.0,16.0,9.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,2.0,16.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,35.0,16.0,14.0,62.0,117.0,0.0,28.0,4.0,1.0
1.0,2.0,34.0,16.0,9.0,65.0,121.0,0.0,28.0,4.0,0.0
1.0,1.0,1.0,16.0,9.0,65.0,121.0,7.0,28.0,4.0,0.0
1.0,1.0,2.0,16.0,23.0,62.0,19.0,3.0,28.0,4.0,0.0
0.0,1.0,11.0,16.0,9.0,62.0,121.0,8.0,28.0,4.0,0.0
2.0,3.0,17.0,16.0,23.0,62.0,121.0,7.0,28.0,5.0,1.0
1.0,2.0,20.0,16.0,10.0,62.0,6.0,8.0,28.0,4.0,1.0
3.0,2.0,37.0,16.0,160.0,62.0,19.0,7.0,28.0,5.0,1.0
1.0,1.0,32.0,16.0,10.0,62.0,6.0,7.0,28.0,3.0,1.0
2.0,2.0,26.0,16.0,23.0,62.0,121.0,7.0,28.0,4.0,1.0
2.0,1.0,37.0,16.0,144.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,23.0,16.0,23.0,65.0,19.0,7.0,28.0,3.0,1.0
1.0,1.0,18.0,16.0,17.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,21.0,16.0,10.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,0.0,16.0,9.0,65.0,121.0,7.0,28.0,5.0,1.0
3.0,2.0,35.0,16.0,14.0,62.0,6.0,8.0,28.0,5.0,1.0
1.0,1.0,17.0,16.0,10.0,65.0,6.0,7.0,28.0,3.0,1.0
1.0,1.0,26.0,16.0,16.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,20.0,16.0,17.0,65.0,19.0,7.0,28.0,4.0,1.0
0.0,1.0,3.0,16.0,9.0,62.0,121.0,8.0,28.0,4.0,1.0
2.0,1.0,26.0,16.0,16.0,62.0,6.0,8.0,28.0,3.0,1.0
2.0,1.0,16.0,16.0,10.0,62.0,19.0,8.0,28.0,4.0,1.0
2.0,1.0,31.0,16.0,9.0,62.0,6.0,8.0,28.0,3.0,1.0
1.0,1.0,20.0,16.0,23.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,19.0,16.0,10.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,30.0,16.0,23.0,62.0,6.0,8.0,28.0,4.0,1.0
0.0,1.0,21.0,16.0,23.0,65.0,117.0,7.0,28.0,4.0,1.0
3.0,2.0,30.0,16.0,1004.0,62.0,6.0,8.0,28.0,4.0,1.0
0.0,1.5,1.0,16.0,164.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,4.0,16.0,9.0,62.0,121.0,7.0,28.0,4.0,0.0
1.0,2.0,22.0,16.0,10.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,31.0,16.0,16.0,62.0,121.0,8.0,28.0,4.0,0.0
1.0,3.0,17.0,16.0,23.0,65.0,6.0,7.0,28.0,4.0,1.0
2.0,2.0,28.0,16.0,1427.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,33.0,16.0,1910.0,62.0,6.0,8.0,28.0,1.0,0.0
2.0,2.0,33.0,16.0,2721.0,65.0,6.0,7.0,28.0,4.0,1.0
0.0,1.0,33.0,16.0,23.0,62.0,121.0,8.0,28.0,4.0,0.0
0.0,2.0,31.0,16.0,923.0,62.0,6.0,7.0,28.0,3.0,1.0
1.0,1.0,31.0,16.0,1623.0,65.0,121.0,7.0,28.0,4.0,1.0
2.0,2.0,21.0,16.0,23.0,62.0,121.0,7.0,28.0,4.0,1.0
2.0,1.0,33.0,16.0,19.0,62.0,6.0,8.0,28.0,3.0,0.0
1.0,1.0,0.0,16.0,9.0,65.0,121.0,7.0,28.0,4.0,1.0
2.0,1.0,28.0,16.0,169.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,31.0,16.0,23.0,62.0,121.0,7.0,28.0,4.0,1.0
1.0,1.0,8.0,16.0,6.0,62.0,6.0,8.0,28.0,3.0,1.0
1.0,1.0,32.0,16.0,10.0,65.0,121.0,7.0,28.0,2.0,1.0
3.0,2.0,27.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,2.0,33.0,16.0,1623.0,65.0,6121.0,7.0,28.0,4.0,0.0
1.0,1.0,21.0,16.0,16.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,31.0,16.0,27.0,65.0,19.0,7.0,28.0,4.0,1.0
1.0,2.0,22.0,16.0,10.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,24.0,16.0,10.0,62.0,117.0,8.0,28.0,4.0,1.0
1.0,1.0,21.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,19.0,16.0,1623.0,65.0,6.0,7.0,28.0,4.0,1.0
3.0,2.0,37.0,16.0,10.0,62.0,19.0,8.0,28.0,3.0,1.0
3.0,2.0,19.0,16.0,23.0,62.0,6.0,8.0,28.0,4.0,1.0
3.0,2.0,36.0,16.0,9.0,62.0,19.0,8.0,28.0,4.0,1.0
2.0,2.0,36.0,16.0,10.0,62.0,6.0,8.0,28.0,4.0,1.0
3.0,1.0,34.0,16.0,27.0,62.0,6.0,8.0,28.0,5.0,0.0
1.0,2.0,34.0,16.0,9.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,19.0,16.0,1023.0,62.0,121.0,8.0,28.0,4.0,1.0
1.0,1.0,35.0,16.0,27.0,62.0,121.0,8.0,28.0,5.0,0.0
4.0,2.0,32.0,16.0,14.0,62.0,121.0,8.0,28.0,4.0,1.0
3.0,2.0,36.0,16.0,19.0,62.0,19.0,8.0,28.0,3.0,0.0
3.0,2.0,35.0,16.0,160.0,62.0,6.0,8.0,28.0,4.0,0.0
3.0,2.0,34.0,16.0,10.0,62.0,19.0,8.0,28.0,5.0,0.0
2.0,1.0,30.0,16.0,10.0,65.0,117.0,8.0,28.0,3.0,0.0
2.0,1.0,30.0,16.0,16.0,62.0,121.0,8.0,28.0,4.0,1.0
1.0,1.0,11.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
4.0,1.0,32.0,16.0,0.0,65.0,25.0,9.0,28.0,3.0,0.0
0.0,1.0,79.0,16.0,9.0,65.0,121.0,7.0,28.0,3.0,0.0
0.0,1.0,58.0,16.0,233.0,62.0,19.0,7.0,28.0,4.0,0.0
2.0,2.0,68.0,16.0,0.0,62.0,19.0,7.0,17.0,5.0,0.0
1.0,1.0,118.0,16.0,0.0,62.0,19.0,7.0,28.0,3.0,0.0
1.0,1.0,118.0,16.0,0.0,62.0,121.0,7.0,28.0,3.0,1.0
0.0,1.0,0.0,16.0,0.0,65.0,121.0,10.0,28.0,1.0,0.0
0.0,1.0,68.0,16.0,23.0,65.0,6.0,10.0,28.0,5.0,0.0
4.0,1.0,40.0,16.0,15.0,90.0,117.0,10.0,7.0,1.0,0.0
1.0,1.0,78.0,16.0,23.0,62.0,19.0,7.0,28.0,3.0,0.0
2.0,1.0,30.0,16.0,23.0,62.0,19.0,7.0,28.0,4.0,0.0
2.0,1.0,41.0,16.0,16.0,62.0,19.0,7.0,17.0,4.0,1.0
4.0,2.0,118.0,16.0,28.0,65.0,19.0,7.0,17.0,4.0,0.0
1.0,1.0,68.0,16.0,162327.0,65.0,19.0,7.0,28.0,5.0,0.0
2.0,1.0,118.0,16.0,16.0,65.0,121.0,7.0,28.0,5.0,1.0
2.0,1.0,118.0,16.0,0.0,62.0,121.0,7.0,28.0,3.0,0.0
2.0,1.0,21.0,16.0,10.0,62.0,19.0,7.0,28.0,4.0,0.0
2.0,1.0,118.0,16.0,160.0,65.0,19.0,7.0,28.0,1.0,0.0
1.0,1.0,118.0,16.0,0.0,62.0,121.0,7.0,28.0,1.0,0.0
1.0,1.0,55.0,16.0,23.0,65.0,121.0,7.0,28.0,3.0,0.0
2.0,1.0,82.0,16.0,23.0,62.0,19.0,7.0,28.0,4.0,0.0
2.0,1.0,88.0,16.0,37.0,65.0,19.0,7.0,28.0,3.0,0.0
2.0,1.0,63.0,16.0,16.0,67.0,19.0,7.0,28.0,4.0,0.0
2.0,1.0,65.0,16.0,23.0,65.0,4.0,7.0,21.0,4.0,1.0
2.0,1.0,78.0,16.0,16.0,65.0,19.0,7.0,28.0,4.0,0.0
2.0,1.0,69.0,16.0,16.0,62.0,19.0,7.0,28.0,4.0,0.0
3.0,1.0,83.0,16.0,23.0,62.0,121.0,7.0,28.0,3.0,0.0
0.0,1.0,94.0,16.0,14.0,65.0,19.0,7.0,28.0,3.0,0.0
1.0,2.0,81.0,16.0,2.0,65.0,19121.0,7.0,28.0,0.0,0.0
1.0,1.0,103.0,16.0,23.0,65.0,19.0,7.0,28.0,3.0,0.0
1.0,1.0,87.0,16.0,9.0,65.0,19.0,7.0,28.0,3.0,0.0
2.0,1.0,82.0,16.0,9.0,65.0,19.0,7.0,28.0,3.0,0.0
1.0,2.0,1.0,16.0,19.0,65.0,117.0,7.0,28.0,4.0,0.0
2.0,1.0,82.0,16.0,9.0,62.0,19.0,7.0,28.0,1.0,0.0
0.0,1.0,68.0,16.0,9.0,65.0,6.0,7.0,28.0,4.0,0.0
1.0,1.0,30.0,16.0,37.0,3.0,6.0,7.0,27.0,3.0,0.0
1.0,1.0,82.0,16.0,27.0,65.0,19.0,7.0,28.0,3.0,0.0
2.0,1.0,80.0,16.0,27.0,65.0,19.0,7.0,28.0,3.0,0.0
2.0,1.0,82.0,16.0,23.0,62.0,19.0,7.0,28.0,3.0,0.0
2.0,1.0,78.0,16.0,2.0,62.0,19.0,7.0,28.0,4.0,0.0
3.0,1.0,82.0,16.0,23.0,62.0,19.0,8.0,27.0,3.0,0.0
2.0,1.0,53.0,16.0,911.0,65.0,19.0,7.0,17.0,3.0,0.0
2.0,1.0,83.0,16.0,1910.0,65.0,19.0,7.0,17.0,4.0,0.0
1.0,1.0,45.0,16.0,2.0,65.0,19.0,7.0,28.0,3.0,1.0
2.0,1.0,92.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
1.0,1.0,33.0,16.0,1023.0,62.0,6.0,7.0,17.0,5.0,0.0
0.0,1.0,61.0,16.0,23.0,65.0,6.0,7.0,28.0,4.0,0.0
3.0,1.0,51.8,4.0,15.0,90.0,117121.0,7.0,7.0,3.0,1.0
4.0,1.0,20.2,4.0,16.0,91.0,117.0,7.0,21.0,1.0,1.0
4.0,1.0,33.6,4.0,15.0,90.0,117.0,7.0,7.0,1.0,1.0
3.0,1.0,33.6,4.0,15.0,90.0,117.0,7.0,7.0,1.0,1.0
2.0,1.0,26.8,4.0,35.0,90.0,117.0,7.0,7.0,1.0,1.0
4.0,1.0,32.8,4.0,15.0,90.0,13.0,7.0,7.0,1.0,1.0
4.0,1.0,54.0,16.0,1623.0,3.0,19.0,7.0,27.0,4.0,0.0
3.0,1.0,38.0,16.0,217.0,65.0,121.0,7.0,28.0,1.0,0.0
4.0,1.0,39.0,16.0,10.0,65.0,6.0,7.0,28.0,3.0,0.0
4.0,1.0,8.0,16.0,14.0,65.0,121.0,9.0,28.0,3.0,0.0
2.0,2.0,0.0,16.0,9027.0,65.0,121.0,7.0,28.0,5.0,1.0
4.0,1.0,53.0,16.0,10.0,3.0,19.0,7.0,27.0,5.0,1.0
4.0,1.0,54.0,16.0,160.0,65.0,19.0,7.0,28.0,5.0,1.0
4.0,1.0,45.0,16.0,16.0,65.0,19.0,7.0,27.0,5.0,1.0
4.0,1.5,36.0,16.0,0.0,65.0,19.0,9.0,28.0,5.0,1.0
4.0,1.0,31.0,16.0,27.0,67.0,19.0,13.0,27.0,5.0,1.0
2.0,2.0,21.0,16.0,23.0,65.0,19.0,0.0,28.0,4.0,0.0
4.0,1.0,38.0,16.0,0.0,65.0,121.0,12.0,28.0,3.0,0.0
4.0,1.0,48.0,16.0,23.0,65.0,25.0,7.0,28.0,3.0,0.0
4.0,1.0,63.0,16.0,23.0,65.0,121.0,7.0,28.0,3.0,0.0
4.0,2.0,38.0,3.0,37.0,3.0,25.0,7.0,27.0,3.0,0.0
4.0,1.0,35.0,16.0,23.0,65.0,121.0,7.0,28.0,3.0,0.0
4.0,2.0,35.0,16.0,90.0,62.0,19.0,7.0,28.0,4.0,0.0
3.0,2.0,15.0,16.0,2327.0,65.0,121.0,13.0,28.0,4.0,1.0
2.0,2.0,15.0,16.0,23.0,65.0,121.0,7.0,28.0,4.0,1.0
2.0,2.0,2.0,16.0,919.0,65.0,121.0,7.0,28.0,4.0,0.0
1.0,2.0,9.0,16.0,10.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.5,1.0,16.0,19.0,62.0,19.0,7.0,28.0,4.0,1.0
1.0,2.0,2.0,16.0,16.0,62.0,19.0,7.0,28.0,4.0,1.0
1.0,1.0,7.0,16.0,9.0,62.0,19.0,7.0,28.0,4.0,1.0
1.0,1.0,0.0,16.0,14.0,62.0,117.0,7.0,28.0,5.0,0.0
1.0,1.0,0.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,1.0,16.0,1623.0,62.0,6.0,7.0,28.0,3.0,1.0
3.0,2.0,9.0,16.0,9.0,65.0,121.0,7.0,28.0,1.0,1.0
1.0,1.0,12.0,16.0,1614.0,3.0,19.0,7.0,28.0,3.0,1.0
0.0,1.0,11.0,16.0,1614.0,3.0,19.0,7.0,28.0,3.0,1.0
2.0,1.0,11.0,3.0,1623.0,3.0,19.0,7.0,28.0,3.0,1.0
3.0,1.0,31.0,16.0,6.0,62.0,19.0,7.0,28.0,5.0,1.0
2.0,1.0,31.0,16.0,14.0,62.0,19.0,7.0,28.0,5.0,1.0
2.0,1.0,16.0,16.0,1623.0,62.0,19.0,7.0,28.0,4.0,1.0
1.0,1.0,18.0,16.0,10.0,62.0,19.0,7.0,28.0,4.0,1.0
0.0,1.0,2.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,9.0,16.0,9.0,65.0,19.0,7.0,28.0,5.0,0.0
1.0,2.0,9.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
2.0,1.0,3.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,2.0,3.0,16.0,1614.0,65.0,19.0,7.0,28.0,4.0,1.0
2.0,2.0,21.0,3.0,14.0,3.0,121.0,7.0,28.0,3.0,1.0
2.0,1.0,32.0,3.0,0.0,65.0,19.0,7.0,28.0,3.0,1.0
1.0,2.0,11.0,16.0,10.0,62.0,121.0,7.0,28.0,4.0,1.0
1.0,1.0,0.0,16.0,14.0,62.0,117.0,7.0,28.0,4.0,1.0
1.0,1.0,20.0,16.0,16.0,62.0,121.0,7.0,28.0,4.0,1.0
2.0,1.0,9.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
4.0,1.0,38.0,16.0,16.0,62.0,6.0,7.0,28.0,3.0,1.0
0.0,1.0,9.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,2.0,1.0,16.0,9.0,62.0,121.0,8.0,28.0,1.0,0.0
3.0,2.0,0.0,16.0,23.0,62.0,121.0,0.0,28.0,4.0,0.0
3.0,2.0,2.0,16.0,23.0,62.0,121.0,0.0,28.0,4.0,0.0
0.0,2.0,14.0,16.0,1927.0,65.0,121.0,7.0,28.0,5.0,1.0
1.0,1.0,3.0,3.0,1623.0,65.0,19.0,7.0,27.0,4.0,1.0
1.0,2.0,1.0,16.0,23.0,65.0,121.0,13.0,28.0,4.0,0.0
2.0,1.0,7.0,16.0,230.0,62.0,121.0,7.0,28.0,4.0,0.0
