status,number_of_stories,age,roof_mwfrs_enc,wall_cladding_enc,roof_system_enc,roof_cover_enc,foundation_type,wall_structure,soffit_type,large_door_present
2.0,2.0,11.0,16.0,0.0,62.0,121.0,7.0,28.0,3.0,0.0
3.0,1.0,2.0,16.0,9.0,65.0,121.0,7.0,28.0,4.0,0.0
2.0,2.0,11.0,16.0,9.0,62.0,121.0,7.0,28.0,1.0,1.0
0.0,1.0,3.0,16.0,23.0,62.0,121.0,7.0,28.0,3.0,1.0
2.0,1.0,3.0,16.0,27.0,62.0,6.0,7.0,28.0,5.0,0.0
2.0,1.0,13.0,16.0,23.0,62.0,19.0,13.0,28.0,4.0,0.0
2.0,1.0,3.0,16.0,23.0,62.0,121.0,3.0,28.0,1.0,0.0
4.0,2.0,34.0,16.0,10.0,62.0,121.0,7.0,28.0,3.0,1.0
4.0,2.0,37.0,16.0,10.0,65.0,19121.0,13.0,28.0,3.0,0.0
2.0,3.0,10.0,16.0,10.0,65.0,121.0,13.0,28.0,3.0,0.0
1.0,1.0,5.0,16.0,23.0,62.0,121.0,7.0,28.0,4.0,1.0
1.0,1.0,1.0,16.0,23.0,62.0,121.0,7.0,28.0,4.0,1.0
1.0,1.0,0.0,16.0,23.0,65.0,121.0,7.0,28.0,4.0,0.0
1.0,1.0,2.0,16.0,160.0,62.0,121.0,7.0,28.0,3.0,1.0
1.0,1.0,15.0,16.0,23.0,62.0,19.0,7.0,28.0,4.0,1.0
0.0,1.0,3.0,16.0,23.0,62.0,121.0,7.0,28.0,4.0,1.0
2.0,2.0,6.0,16.0,0.0,62.0,121.0,7.0,28.0,3.0,1.0
3.0,2.0,1.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,2.0,16.0,1623.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,1.0,16.0,1623.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,2.0,16.0,1614.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,1.0,16.0,162327.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,1.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,1.0,16.0,1623.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,1.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,5.0,16.0,1623.0,62.0,6.0,8.0,28.0,3.0,1.0
2.0,1.0,5.0,16.0,16.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,2.0,16.0,1623.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,2.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,2.0,16.0,1614.0,62.0,6.0,8.0,28.0,5.0,1.0
3.0,2.0,2.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,2.0,2.0,16.0,1623.0,62.0,6.0,8.0,28.0,4.0,1.0
1.0,1.0,6.0,16.0,169.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,12.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
2.0,2.0,8.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,13.0,16.0,14.0,62.0,19.0,7.0,28.0,4.0,1.0
1.0,1.0,13.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
1.0,2.0,13.0,16.0,14.0,62.0,19.0,7.0,28.0,4.0,0.0
2.0,2.0,11.0,16.0,14.0,65.0,19.0,7.0,28.0,4.0,1.0
1.0,2.0,8.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
3.0,2.0,10.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,9.0,16.0,23.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,9.0,16.0,1627.0,62.0,6.0,8.0,28.0,4.0,1.0
3.0,1.0,8.0,16.0,1623.0,62.0,6.0,8.0,28.0,4.0,1.0
3.0,1.0,12.0,16.0,16.0,62.0,6.0,8.0,28.0,3.0,1.0
1.0,1.0,13.0,16.0,16.0,62.0,6.0,8.0,28.0,3.0,1.0
2.0,1.0,13.0,16.0,16.0,62.0,6.0,7.0,28.0,3.0,1.0
2.0,1.0,13.0,16.0,16.0,62.0,6.0,8.0,28.0,3.0,1.0
3.0,1.0,13.0,16.0,16.0,62.0,6.0,8.0,28.0,3.0,1.0
3.0,1.0,14.0,16.0,16.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,14.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,0.0
2.0,1.0,14.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,14.0,16.0,1623.0,62.0,6.0,7.0,28.0,3.0,1.0
2.0,1.0,14.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
3.0,1.0,15.0,16.0,16.0,62.0,6.0,8.0,28.0,4.0,1.0
3.0,1.0,15.0,16.0,1614.0,62.0,6.0,8.0,28.0,4.0,1.0
2.0,1.0,15.0,16.0,1614.0,62.0,121.0,8.0,28.0,4.0,1.0
1.0,1.0,0.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,0.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,0.0,16.0,16.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,8.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
3.0,1.0,40.0,16.0,10.0,62.0,121.0,7.0,17.0,3.0,0.0
2.0,1.0,2.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
3.0,2.0,1.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,2.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,2.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
3.0,2.0,2.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,2.0,2.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,2.0,1.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,1.0
3.0,2.0,2.0,16.0,169.0,62.0,19.0,7.0,28.0,4.0,1.0
1.0,2.0,2.0,16.0,1623.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,2.0,16.0,1619.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,2.0,16.0,1623.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,2.0,16.0,1632.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,3.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,2.0,4.0,16.0,160.0,65.0,19.0,7.0,28.0,4.0,1.0
1.0,1.0,10.0,16.0,16.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,3.0,16.0,16.0,65.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,3.0,16.0,16.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,3.0,8.0,3.0,1022.0,62.0,121.0,7.0,27.0,3.0,1.0
1.0,3.0,10.0,3.0,1610.0,62.0,121.0,7.0,27.0,4.0,1.0
1.0,1.0,2.0,16.0,9.0,62.0,117.0,7.0,28.0,4.0,1.0
2.0,1.0,10.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,10.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,1.0,10.0,16.0,1623.0,62.0,19.0,7.0,28.0,4.0,1.0
2.0,1.0,9.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
1.0,1.0,14.0,16.0,1623.0,62.0,19.0,7.0,28.0,4.0,1.0
2.0,2.0,25.0,16.0,0.0,65.0,19.0,7.0,28.0,1.0,1.0
1.0,1.0,14.0,16.0,1623.0,62.0,19.0,7.0,28.0,4.0,1.0
3.0,2.0,25.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
3.0,2.0,25.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
3.0,2.0,25.0,16.0,23.0,62.0,6.0,7.0,28.0,4.0,0.0
4.0,2.0,25.0,16.0,23.0,62.0,6.0,7.0,28.0,3.0,0.0
2.0,1.0,9.0,16.0,16.0,62.0,19.0,7.0,28.0,3.0,0.0
1.0,2.0,1.0,16.0,16.0,62.0,19.0,7.0,28.0,3.0,0.0
1.0,2.0,1.0,16.0,17.0,62.0,6.0,7.0,28.0,4.0,0.0
1.0,2.0,1.0,16.0,9.0,62.0,6.0,7.0,28.0,4.0,0.0
2.0,2.0,1.0,16.0,9.0,67.0,6121.0,7.0,28.0,4.0,0.0
2.0,2.0,1.0,16.0,9.0,65.0,6.0,7.0,28.0,4.0,0.0
1.0,2.0,1.0,16.0,9.0,62.0,19.0,7.0,28.0,4.0,0.0
1.0,1.0,1.0,16.0,927.0,62.0,19.0,7.0,28.0,4.0,1.0
2.0,2.0,11.0,16.0,23.0,62.0,6.0,13.0,28.0,4.0,0.0
1.0,1.0,4.0,9.0,0.0,62.0,13.0,13.0,28.0,4.0,0.0
2.0,1.0,17.0,16.0,23.0,62.0,19.0,7.0,28.0,3.0,0.0
1.0,1.0,3.0,16.0,14.0,3.0,6.0,8.0,28.0,4.0,0.0
0.0,1.0,15.0,4.0,9.0,90.0,121.0,5.0,28.0,3.0,0.0
4.0,1.0,20.0,16.0,16.0,65.0,121.0,8.0,28.0,0.0,1.0
1.0,1.0,12.0,16.0,1623.0,62.0,6.0,7.0,28.0,4.0,1.0
2.0,3.0,0.0,16.0,23.0,65.0,121.0,0.0,28.0,1.0,0.0
4.0,1.0,39.0,16.0,15.0,910.0,117.0,7.0,7.0,1.0,1.0
2.0,1.0,47.2,4.0,15.0,910.0,121.0,7.0,26.0,1.0,1.0
1.0,1.0,11.0,16.0,1623.0,62.0,19.0,7.0,28.0,4.0,1.0
4.0,1.0,26.8,158687.0,2.0,910.0,121.0,7.0,6.0,1.0,1.0
0.0,1.0,11.8,1511612.0,10.0,67.0,121.0,7.0,17.0,3.0,0.0
4.0,1.0,8.8,1581407.0,15.0,910.0,121.0,7.0,17.0,1.0,1.0
2.0,1.0,11.2,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,8.8,1581407.0,35.0,910.0,121.0,7.0,6.0,1.0,1.0
4.0,1.0,8.8,1581407.0,15.0,910.0,121.0,7.0,6.0,1.0,1.0
3.0,1.0,1.0,1511611.0,10.0,67.0,6.0,7.0,28.0,5.0,0.0
3.0,2.0,44.2,610.0,10.0,62.0,6.0,7.0,17.0,4.0,0.0
4.0,1.0,14.0,155210.0,10.0,67.0,121.0,7.0,32.0,1.0,0.0
0.0,2.0,11.8,1511611.0,0.0,65.0,121.0,5.0,28.0,3.0,0.0
2.0,1.0,11.8,1511610.0,10.0,67.0,121.0,7.0,17.0,5.0,1.0
3.0,1.0,1.0,1511610.0,10.0,67.0,19.0,7.0,17.0,3.0,1.0
2.0,2.0,8.8,1511158612.0,10.0,62.0,121.0,7.0,17.0,5.0,0.0
1.0,1.0,1.0,1511612.0,10.0,67.0,5.0,7.0,17.0,5.0,0.0
1.0,1.0,11.8,1511612.0,10.0,67.0,121.0,7.0,17.0,3.0,1.0
2.0,1.0,1.0,1511611.0,9.0,67.0,6.0,6.0,28.0,1.0,0.0
4.0,2.0,11.2,1511612.0,10.0,3.0,19.0,4.0,17.0,1.0,0.0
1.0,1.0,26.0,1511611.0,910.0,62.0,121.0,5.0,17.0,5.0,1.0
0.0,2.0,41.0,612.0,37.0,3.0,121.0,0.0,27.0,3.0,0.0
4.0,1.0,1.0,1511611.0,9.0,67.0,6.0,12.0,28.0,0.0,0.0
4.0,2.0,8.8,1511611610.0,9.0,62.0,6.0,7.0,17.0,5.0,1.0
3.0,1.0,11.2,1511612.0,26.0,62.0,6.0,7.0,17.0,5.0,0.0
1.0,1.0,16.0,1511610.0,10.0,67.0,121.0,7.0,17.0,5.0,1.0
2.0,2.0,26.0,1511610.0,910.0,62.0,121.0,7.0,17.0,5.0,0.0
1.0,1.5,1.0,1511611.0,9.0,67.0,5.0,7.0,28.0,5.0,0.0
0.0,1.0,28.0,6123.0,37.0,3.0,25.0,0.0,17.0,3.0,0.0
0.0,2.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,3.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
4.0,2.0,8.8,1511158612.0,10.0,65.0,6.0,7.0,17.0,3.0,0.0
2.0,1.0,8.8,1581407.0,10.0,910.0,121.0,7.0,6.0,5.0,0.0
0.0,1.0,48.8,1511.0,37.0,62.0,25.0,5.0,27.0,5.0,0.0
0.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,15.0,3.0,0.0
2.0,3.0,11.2,1511610.0,10.0,65.0,7.0,7.0,17.0,5.0,0.0
4.0,2.0,1.0,1511611.0,150.0,65.0,19.0,7.0,28.0,5.0,0.0
2.0,1.0,1.0,1511611.0,19.0,67.0,6.0,7.0,28.0,1.0,0.0
4.0,3.0,1.0,1511610.0,10.0,65.0,19.0,7.0,21.0,5.0,0.0
4.0,1.0,1.0,1511612.0,10.0,65.0,19.0,7.0,17.0,1.0,0.0
4.0,2.0,8.8,6121511.0,10.0,3.0,19.0,7.0,17.0,3.0,0.0
1.0,2.0,1.0,1511611.0,0.0,65.0,19.0,7.0,28.0,1.0,0.0
4.0,2.0,8.8,6121511.0,10.0,65.0,19.0,6.0,11.0,3.0,0.0
4.0,1.0,42.0,3.0,37.0,3.0,25.0,12.0,27.0,3.0,1.0
0.0,1.0,11.2,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,8.8,1581407.0,10.0,91.0,121.0,7.0,21.0,3.0,1.0
1.0,1.0,12.8,1581407.0,1510.0,91.0,2.0,7.0,20.0,0.0,1.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,3.0,0.0
3.0,1.0,1.0,1511612.0,10.0,67.0,6.0,2.0,17.0,3.0,0.0
1.0,1.0,1.0,1511611.0,9.0,62.0,6.0,12.0,28.0,0.0,0.0
3.0,1.0,1.0,1511611.0,9.0,65.0,6.0,7.0,28.0,5.0,0.0
4.0,1.0,1.0,1511610.0,10.0,67.0,6.0,7.0,17.0,3.0,0.0
3.0,1.0,1.0,1511610.0,10.0,67.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,1.0,1511611.0,9.0,67.0,6.0,7.0,28.0,5.0,0.0
3.0,1.0,1.0,1511610.0,10.0,62.0,6.0,7.0,17.0,1.0,0.0
1.0,1.0,48.4,158.0,10.0,62.0,121.0,7.0,17.0,5.0,0.0
4.0,2.0,1.0,1511610.0,10.0,67.0,6.0,7.0,17.0,5.0,1.0
3.0,2.0,1.0,1511612.0,10.0,65.0,6.0,7.0,17.0,5.0,1.0
2.0,1.0,20.0,155210.0,10.0,3.0,6.0,7.0,17.0,5.0,0.0
4.0,2.0,1.0,1511612.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,1.0,1511612.0,10.0,65.0,6.0,7.0,17.0,3.0,0.0
4.0,1.0,35.4,155210.0,10.0,67.0,6.0,2.0,17.0,5.0,0.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,1.0,1511611.0,9.0,62.0,19.0,7.0,28.0,1.0,0.0
1.0,1.0,40.0,610.0,10.0,67.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,35.2,1511.0,0.0,3.0,6.0,2.0,28.0,5.0,0.0
3.0,1.0,20.0,155210.0,10.0,3.0,6.0,2.0,28.0,5.0,0.0
1.0,2.0,10.0,155210.0,10.0,67.0,22.0,2.0,17.0,3.0,1.0
2.0,1.0,33.8,155210.0,10.0,67.0,19.0,7.0,17.0,4.0,1.0
3.0,1.0,35.4,155210.0,10.0,67.0,6.0,7.0,17.0,5.0,0.0
1.0,1.0,33.8,155210.0,10.0,67.0,22.0,7.0,17.0,4.0,0.0
0.0,1.0,11.8,1511612.0,10.0,65.0,121.0,7.0,17.0,3.0,0.0
2.0,1.0,33.8,155210.0,10.0,67.0,19.0,7.0,17.0,5.0,0.0
4.0,2.0,40.0,1511612.0,10.0,62.0,121.0,7.0,2.0,5.0,0.0
2.0,2.0,11.2,1511610.0,10.0,62.0,22.0,7.0,17.0,5.0,0.0
4.0,2.0,29.8,155210.0,10.0,62.0,22.0,7.0,17.0,1.0,0.0
4.0,2.0,29.8,155210.0,10.0,62.0,22.0,7.0,17.0,1.0,0.0
4.0,2.0,29.8,155210.0,10.0,62.0,22.0,7.0,17.0,1.0,0.0
4.0,2.0,8.8,1511611612.0,9.0,62.0,25.0,7.0,32.0,5.0,0.0
2.0,1.0,35.4,155210.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,8.8,1511611610.0,910.0,62.0,6.0,7.0,32.0,5.0,0.0
3.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,32.4,155210.0,10.0,62.0,19.0,7.0,31.0,1.0,0.0
3.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
1.0,1.0,11.8,1511612.0,10.0,65.0,121.0,7.0,16.0,5.0,1.0
1.0,1.0,1.0,1511611612.0,37.0,62.0,121.0,7.0,17.0,4.0,0.0
4.0,1.0,1.0,1511611.0,19.0,67.0,19.0,7.0,28.0,3.0,0.0
3.0,1.0,1.0,1511611.0,0.0,67.0,19.0,7.0,28.0,5.0,0.0
4.0,2.0,8.8,1511611610.0,910.0,65.0,6.0,7.0,32.0,5.0,1.0
4.0,2.0,1.0,1511610.0,10.0,67.0,22.0,7.0,17.0,5.0,0.0
2.0,2.0,11.2,1511610.0,10.0,65.0,22.0,7.0,17.0,5.0,0.0
3.0,2.0,1.0,1511610.0,10.0,65.0,22.0,0.0,17.0,5.0,0.0
2.0,2.0,11.2,1511610.0,10.0,65.0,22.0,7.0,17.0,5.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,22.0,7.0,17.0,5.0,0.0
4.0,1.0,11.2,1511611.0,0.0,62.0,25.0,9.0,28.0,3.0,0.0
1.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,0.0,1.0
3.0,1.0,35.4,155210.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,1.0,1511611.0,19.0,65.0,6.0,7.0,28.0,0.0,0.0
1.0,2.0,11.2,1511610.0,10.0,65.0,10.0,7.0,17.0,5.0,0.0
1.0,1.0,33.0,3.0,10.0,3.0,10.0,7.0,27.0,3.0,0.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,6.0,27.0,5.0,0.0
3.0,1.0,11.2,1511610.0,10.0,62.0,25.0,6.0,15.0,5.0,0.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
1.0,2.0,22.0,1511610.0,10.0,62.0,117.0,7.0,15.0,5.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
2.0,1.0,26.8,158687.0,15.0,910.0,117.0,7.0,6.0,1.0,0.0
3.0,1.0,22.0,1511610.0,10.0,62.0,121.0,7.0,32.0,4.0,1.0
3.0,1.0,11.8,1511610.0,10.0,62.0,121.0,7.0,32.0,3.0,1.0
4.0,1.0,22.0,1511610.0,10.0,62.0,121.0,7.0,17.0,3.0,1.0
4.0,1.0,22.0,1511610.0,10.0,62.0,117.0,6.0,15.0,3.0,0.0
1.0,1.0,15.8,1511610.0,1027.0,62.0,121.0,7.0,17.0,0.0,0.0
2.0,1.0,26.0,1511610.0,1027.0,62.0,117.0,7.0,5.0,5.0,1.0
2.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,3.0,1.0
1.0,1.0,11.2,1511610.0,10.0,62.0,10.0,8.0,17.0,3.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
0.0,1.0,11.8,1511612.0,10.0,67.0,121.0,7.0,17.0,5.0,0.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,3.0,0.0
1.0,2.0,1.0,1511610.0,10.0,67.0,10.0,7.0,17.0,0.0,0.0
1.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,5.0,0.0
4.0,2.0,1.0,1511610.0,10.0,67.0,10.0,7.0,17.0,5.0,0.0
2.0,2.0,11.8,1511611.0,9.0,62.0,121.0,7.0,28.0,3.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,7.0,7.0,15.0,5.0,0.0
3.0,1.0,11.2,1511612.0,10.0,62.0,6.0,7.0,29.0,5.0,0.0
2.0,1.0,1.0,1511610.0,10.0,67.0,15.0,7.0,17.0,5.0,0.0
1.0,1.0,11.8,1511611.0,9.0,65.0,121.0,7.0,28.0,4.0,0.0
2.0,2.0,3.0,611610.0,910.0,62.0,121.0,7.0,32.0,5.0,1.0
4.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,17.0,3.0,0.0
2.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,1.0,0.0
2.0,1.0,40.6,15868.0,15.0,3.0,25.0,7.0,30.0,1.0,1.0
0.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,15.0,3.0,1.0
0.0,2.0,22.0,1511610.0,10.0,62.0,121.0,7.0,17.0,4.0,1.0
1.0,2.0,11.2,1511610.0,10.0,65.0,22.0,7.0,17.0,5.0,1.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,5.0,0.0
0.0,1.0,22.0,1511610.0,10.0,62.0,121.0,7.0,15.0,5.0,0.0
0.0,1.0,11.8,1511610.0,10.0,65.0,117.0,7.0,17.0,5.0,0.0
2.0,2.0,15.2,1511610.0,910.0,65.0,25.0,7.0,17.0,5.0,0.0
1.0,2.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,4.0,0.0
1.0,1.0,21.0,1511610.0,1610.0,62.0,117.0,7.0,17.0,5.0,0.0
3.0,2.0,22.0,1511610.0,10.0,62.0,121.0,7.0,15.0,5.0,0.0
4.0,2.0,26.0,1511610.0,910.0,62.0,121.0,6.0,15.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,3.0,0.0
1.0,2.0,31.6,610.0,10.0,3.0,15.0,7.0,17.0,1.0,1.0
4.0,1.0,19.4,1511.0,19.0,90.0,121.0,7.0,4.0,3.0,1.0
4.0,1.0,42.8,158610.0,10.0,90.0,19117.0,7.0,16.0,1.0,0.0
4.0,1.0,15.8,158610.0,19.0,62.0,117.0,7.0,28.0,1.0,0.0
3.0,1.0,30.0,15868.0,2.0,90910.0,121.0,6.0,6.0,1.0,0.0
1.0,1.0,22.0,1511610.0,10.0,62.0,117.0,7.0,17.0,5.0,1.0
4.0,1.0,22.0,1511610.0,10.0,62.0,117.0,6.0,15.0,5.0,0.0
1.0,2.0,11.2,1511610.0,10.0,62.0,25.0,7.0,17.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,6.0,15.0,5.0,0.0
0.0,3.0,22.0,1511610.0,10.0,62.0,117.0,7.0,17.0,1.0,0.0
4.0,1.0,40.6,611.0,15.0,3.0,23.0,3.0,28.0,1.0,0.0
4.0,1.0,37.8,15113.0,37.0,62.0,121.0,7.0,27.0,3.0,0.0
4.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,15.0,5.0,0.0
3.0,1.0,11.8,1511610.0,1.0,67.0,117.0,7.0,28.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,62.0,10.0,7.0,17.0,5.0,0.0
2.0,1.0,1.0,1511610.0,10.0,65.0,10.0,7.0,17.0,3.0,0.0
0.0,1.0,11.2,1511610.0,10.0,65.0,10.0,8.0,17.0,5.0,0.0
2.0,2.0,11.8,1511610.0,10.0,65.0,121.0,8.0,17.0,5.0,0.0
3.0,2.0,11.2,1511610.0,10.0,3.0,10.0,7.0,12.0,5.0,1.0
3.0,2.0,11.8,1511610.0,10.0,65.0,121.0,7.0,15.0,5.0,1.0
1.0,2.0,15.8,1511610.0,1024.0,65.0,121.0,7.0,17.0,4.0,1.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,3.0,1.0
0.0,2.0,11.8,1511610.0,10.0,90.0,121.0,7.0,17.0,1.0,0.0
3.0,2.0,11.2,158610.0,910.0,3.0,121.0,7.0,19.0,4.0,0.0
3.0,2.0,19.4,15868.0,17.0,91.0,121.0,7.0,5.0,3.0,0.0
0.0,1.0,1.0,1511610.0,10.0,65.0,19.0,7.0,27.0,5.0,1.0
4.0,1.0,1.0,1511611.0,9.0,65.0,25.0,7.0,28.0,3.0,1.0
4.0,2.0,1.0,1511611.0,9.0,65.0,19.0,8.0,28.0,5.0,1.0
4.0,2.0,1.0,1511611.0,9.0,65.0,25.0,6.0,28.0,3.0,0.0
4.0,1.0,8.8,15868610.0,15.0,910.0,117.0,7.0,20.0,1.0,1.0
4.0,1.0,31.2,612.0,10.0,3.0,117.0,10.0,14.0,3.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,5.0,1.0
2.0,1.0,11.2,1511610.0,10.0,3.0,19.0,7.0,17.0,5.0,1.0
3.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,5.0,1.0
3.0,1.0,42.0,3.0,37.0,3.0,25.0,7.0,27.0,3.0,1.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,1.0,0.0
1.0,2.0,22.0,1511610.0,10.0,62.0,121.0,7.0,17.0,5.0,1.0
4.0,2.0,28.0,610.0,37.0,3.0,25.0,7.0,14.0,3.0,1.0
4.0,1.0,24.0,610.0,10.0,3.0,25.0,7.0,15.0,3.0,1.0
4.0,1.0,1.0,1511611.0,10.0,65.0,19.0,7.0,32.0,3.0,1.0
4.0,2.0,11.2,1511610.0,10.0,3.0,19.0,7.0,15.0,3.0,1.0
2.0,1.0,11.2,1511611.0,19.0,62.0,6.0,7.0,28.0,5.0,0.0
4.0,1.0,11.2,1511611.0,10.0,3.0,6.0,7.0,17.0,3.0,0.0
4.0,1.0,11.2,1511610.0,38.0,62.0,19.0,7.0,17.0,3.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,25.0,7.0,17.0,3.0,0.0
2.0,1.0,1.0,1511611.0,0.0,65.0,19.0,13.0,28.0,5.0,0.0
4.0,1.0,1.0,1511611.0,9.0,67.0,25.0,6.0,28.0,1.0,0.0
4.0,1.0,11.2,1511611.0,37.0,3.0,25.0,9.0,28.0,3.0,0.0
4.0,1.0,22.0,1511610.0,10.0,62.0,117.0,7.0,15.0,3.0,0.0
4.0,1.0,1.0,1511610.0,0.0,67.0,6.0,7.0,28.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,65.0,10.0,5.0,17.0,5.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,3.0,1.0
3.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,1.0,1511611.0,37.0,65.0,25.0,7.0,28.0,3.0,0.0
4.0,1.0,1.0,1511611.0,10.0,67.0,19.0,7.0,15.0,5.0,0.0
4.0,1.0,8.8,1511611610.0,10.0,62.0,19.0,7.0,32.0,3.0,0.0
